human_gene,CD4_T,CD8_T,other_T,B,NK,CD14_Mono,CD16_Mono,DC,other,skin_de
TNFAIP3,-0.361110394,-0.33068835,-0.495057708,-0.260046635,-0.408039182,-0.153707086,-0.598951833,-0.760668991,-0.174573095,0
NOP53,-0.490365332,-0.495909401,-0.463910578,-0.252762284,-0.511225144,-0.25037815,-0.573466862,-0.531316068,-0.256350873,0
CD69,-0.289933768,-0.389433946,-0.52567591,-0.337280813,-0.375296307,-0.172761452,-0.605289963,-0.752355498,-0.20536052,0
CHCHD2,-0.284813722,-0.33300123,-0.404059792,-0.344071024,-0.440659099,-0.204149754,-0.683462722,-0.496206011,-0.280464837,0
SARAF,-0.334482705,-0.570020621,-0.420029882,-0.274595814,-0.366343028,-0.200740878,-0.566126785,-0.605520956,-0.024132282,0
MIF,-0.274619826,-0.280990174,-0.389098424,-0.272772186,-0.407878813,-0.231852809,-0.521105246,-0.562577618,-0.098109798,0
NDUFA13,-0.384364484,-0.395810273,-0.38810679,-0.241126762,-0.318886006,-0.110671683,-0.668830744,-0.465998114,-0.185919157,0
COX6A1,-0.356437089,-0.291998607,-0.635055065,-0.321582552,-0.370992983,-0.147315177,-0.619047563,-0.46717573,-0.136587855,0
SRP14,-0.42375914,-0.374998351,-0.381024798,-0.312654199,-0.34174416,-0.111766179,-0.548632517,-0.501481649,-0.288942799,0
CD7,-0.330041896,-0.292827748,-0.411997678,-0.219092084,-0.368638217,-0.144503056,-0.502573116,-0.853659513,-0.007370208,0
TRAC,-0.272140492,-0.313959621,-0.371368179,-0.211308335,-0.356522259,-0.193128923,-0.497774328,-0.421754007,0.059823896,0
ATP5F1E,-0.262708232,-0.333517902,-0.36406975,-0.277885588,-0.377842587,-0.158250865,-0.485630871,-0.433197646,-0.024303307,0
GNLY,-0.285166855,-0.380497236,-0.333602731,-0.233962342,-0.42126091,-0.221484674,-0.482567173,-0.56228079,-0.013458805,0
TMA7,-0.271253961,-0.486349565,-0.3186776,-0.22988006,-0.442356782,-0.155436988,-0.474313547,-0.491930858,-0.114923527,0
ATP5MG,-0.3072288,-0.347529194,-0.409580945,-0.251952951,-0.348084892,-0.133118122,-0.46990004,-0.554551338,-0.12048819,0
SLC25A6,-0.247870029,-0.305238248,-0.315054947,-0.26952595,-0.437809269,-0.137515794,-0.438503672,-0.433858675,0.031735345,1
TRBC1,-0.242378686,-0.346392209,-0.343073208,-0.221849226,-0.298398992,-0.08976385,-0.45212124,-0.457447306,-0.000212087,0
TRBC1,-0.242378686,-0.346392209,-0.343073208,-0.221849226,-0.298398992,-0.08976385,-0.45212124,-0.457447306,-0.000212087,0
CRIP1,-0.297866109,-0.316265941,-0.387436031,-0.23446365,-0.334208177,-0.129120296,-0.438350462,-0.448853908,0.02951526,0
COMMD6,-0.265633429,-0.484139621,-0.363939986,-0.262926913,-0.296862128,-0.196838317,-0.434775405,-0.452568038,-0.212969167,0
CST7,-0.267988071,-0.294813438,-0.423925281,-0.298442677,-0.271338968,-0.126931658,-0.395615089,-0.370386298,-0.128622009,0
COX6C,-0.256869477,-0.291356032,-0.320712648,-2.242931614,-0.363787455,-0.113776502,-0.471071534,-0.363713851,-0.041150397,1
PPP1R16B,-0.30518805,-0.275691104,-0.369864936,-0.234541801,-0.289955425,-0.095703974,-0.425422449,-0.409196621,-0.069415132,0
HSP90AB1,-0.299101568,-0.280294242,-0.30706395,-0.217335997,-0.300143255,-0.12670014,-0.392285032,-0.338087075,-0.027633801,0
SUMO2,-0.29049249,-0.338263055,-0.411359107,-0.244104005,-0.277407315,-0.162291986,-0.341003025,-0.339118185,-0.172200418,0
TLE5,-0.26685333,-0.324193713,-0.329028988,-0.307397742,-0.253890291,-0.213804114,-0.366004755,-0.284013586,0.001643311,1
NDUFA4,-0.22785233,-0.308063759,-0.30255923,-0.179668666,-0.279974318,-0.194292002,-0.37700321,-0.326409273,-0.154095314,1
ARHGDIB,-0.260878102,-0.277091019,-0.321081407,-0.19598596,-0.320898584,-0.108608434,-0.395905066,-0.324755835,-0.11073843,0
CTSW,-0.265396727,-0.400456578,-0.402178551,-0.186827911,-0.255584048,-0.097098405,-0.395761198,-0.356017556,-0.095055002,0
ITM2B,-0.395128814,-0.279875854,-0.377802652,-0.221701649,-0.402161475,-0.137982327,-0.255425945,-0.4097432,-0.00899412,0
GZMA,-0.215011651,-0.26414687,-0.419562052,-0.299272413,-0.358649592,-0.135598308,-0.302574381,-0.350722686,-0.164574063,0
ATP5MC2,-0.227021094,-0.325278767,-0.371138828,-0.199552178,-0.321245777,-0.102491041,-0.243620823,-0.238710272,-0.031017831,1
SRGN,-0.213218943,-0.28832481,-0.379952496,-0.20089471,-0.238715224,-0.131239025,-0.238237366,-0.336633556,-0.010694089,0
ATP6V1G1,-0.230626454,-0.252394528,-0.372151966,-0.278933399,-0.218904729,-0.103328019,-0.276306716,-0.292957752,-0.147929185,0
CDC42SE2,-0.278196903,-0.308761522,-0.283294464,-0.204066238,-0.300462278,-0.147278524,-0.265672184,-0.250091446,0.164129332,1
NPM1,-0.199335251,-0.230218282,-0.268213117,-0.241362653,-0.275593588,-0.148750134,-0.521506256,-0.253262804,-0.001959279,0
CORO1A,-0.223881593,-0.283608238,-0.273898042,-0.225450866,-0.385477288,-0.083001875,-0.169925001,-0.272033797,-0.094566646,0
SRSF5,-0.208383963,-0.274346341,-0.284150686,-0.165577629,-0.223590743,-0.129422226,-0.269365824,-0.272180741,-0.136355219,0
RBM39,-0.259416145,-0.232464791,-0.328282555,-0.214743753,-0.271797273,-0.141684448,-0.283661809,-0.296529801,-0.098199837,0
MYL12B,-0.246862085,-0.283481172,-0.327348505,-0.216503019,-0.208458245,-0.099971464,-0.204813227,-0.282284508,-0.057300317,0
PSME1,-0.262169081,-0.240928188,-0.266858499,-0.172753657,-0.330395188,-0.108042742,-0.267144767,-0.447164471,-0.132976804,0
GZMM,-0.241654066,-0.279675932,-0.265778745,-0.159819003,-0.197817756,-0.097525199,-0.191363597,-0.19550728,-0.080396292,0
SYTL3,-0.237371797,-0.301122332,-0.316589229,-0.155245762,-0.259526639,-0.097356571,-0.202530652,-0.139658695,-0.19342775,0
FXYD5,-0.211178907,-0.306746519,-0.324187976,-0.143360705,-0.218873155,-0.101516276,-0.135559748,-0.117493563,-0.141614138,0
CRY1,-0.246084211,-0.300924168,-0.317387295,-0.176315445,-0.262859778,-0.071867665,-0.185852275,-0.118388813,-0.036975084,0
GMFG,-0.278664754,-0.257472979,-0.314003575,-0.426814619,-0.255820741,-0.050911616,-0.176196359,-0.119768967,-0.131774885,0
DYNLT1,-0.26627908,-0.279724202,-0.263851688,-0.168612122,-0.209562099,-0.117459969,-0.18457233,-0.111576153,-0.094268149,0
DYNLT1,-0.26627908,-0.279724202,-0.263851688,-0.168612122,-0.209562099,-0.117459969,-0.18457233,-0.111576153,-0.094268149,0
DYNLT1,-0.26627908,-0.279724202,-0.263851688,-0.168612122,-0.209562099,-0.117459969,-0.18457233,-0.111576153,-0.094268149,0
DYNLT1,-0.26627908,-0.279724202,-0.263851688,-0.168612122,-0.209562099,-0.117459969,-0.18457233,-0.111576153,-0.094268149,0
EML4,-0.206711912,-0.230938687,-0.243890299,-0.190533987,-0.166860262,-0.060257653,-0.203957309,-0.225229314,-0.073124458,0
OAZ1,-0.16572797,-0.225513548,-0.223611609,-0.208018509,-0.138283848,-0.036378901,-0.131322162,-0.133671271,0.01854591,0
YWHAZ,-0.246683979,-0.264708777,-0.255523329,-0.174523518,-0.243440385,-0.030528829,-0.124746785,-0.09374286,-0.066035686,0
HNRNPA1,-0.218957002,-0.226243805,-0.275693498,-0.126554671,-0.235199754,-0.082313414,-0.105844335,-0.097566677,-0.038678144,0
CCL5,-0.202470382,-0.311334776,-0.240236612,-0.090090254,-0.19385294,-0.025946758,-0.128953852,-0.12343161,-0.115877061,0
DDX24,-0.183005349,-0.335781602,-0.186604077,-0.17688386,-0.227579572,-0.06500374,-0.089704059,-0.058077388,-0.005421972,0
RNF125,-0.361198587,-0.219916177,-0.207015907,-0.090540097,-0.276503544,-0.019829812,-0.108263994,-0.089044151,-0.041256904,0
GZMH,-0.087353199,-0.203593393,-0.277855147,-0.089809325,-0.198015345,-0.022579374,-0.109443315,-0.086217126,-0.052290954,0
SF1,-0.192174844,-0.197935629,-0.11624325,-0.172392251,-0.182364273,-0.066477258,-0.074649713,-0.104188012,0.061453833,0
NDFIP1,-0.148427015,-0.164861309,-0.206242715,-0.109340318,-0.152407319,-0.015193963,-0.073663929,-0.057401013,-0.102874079,0
KLRB1,-0.07192734,-0.111520296,-0.183097381,-0.069493834,-0.183971143,-0.029132746,-0.120305481,-0.07035349,-0.031806579,0
KLRB1,-0.07192734,-0.111520296,-0.183097381,-0.069493834,-0.183971143,-0.029132746,-0.120305481,-0.07035349,-0.031806579,0
KLRB1,-0.07192734,-0.111520296,-0.183097381,-0.069493834,-0.183971143,-0.029132746,-0.120305481,-0.07035349,-0.031806579,0
KLRB1,-0.07192734,-0.111520296,-0.183097381,-0.069493834,-0.183971143,-0.029132746,-0.120305481,-0.07035349,-0.031806579,0
YPEL5,-0.168752895,-0.207972922,-0.199972548,-0.194533102,-0.227374637,-0.029386345,-0.030810115,-0.114221179,-0.162059514,0
FGFBP2,-0.07513657,-0.159842922,-0.173965048,-0.123430553,-0.182211365,-0.029351459,0.126686677,-0.132925148,-0.075191356,0
LEPROTL1,-0.059842506,-0.200270247,-0.214599815,-0.070170642,-0.122000643,0.033539056,-0.127932458,-0.069346618,-0.076318225,0
GZMB,-0.05335565,-0.167020063,-0.190243197,-0.06589703,-0.11413856,-0.024656951,-0.061658584,-0.168968061,-0.140441422,0
GZMB,-0.05335565,-0.167020063,-0.190243197,-0.06589703,-0.11413856,-0.024656951,-0.061658584,-0.168968061,-0.140441422,0
TSC22D3,-0.109498803,-0.199786848,-0.198512272,-0.141697784,-0.131715325,-0.018968507,-0.042455628,-0.035092001,-0.047845049,0
CHD1,0.018793837,-0.075517468,-0.134375429,-0.044539991,-0.16541339,-0.006615439,-0.054357457,0.037508794,-0.083103452,0
YES1,-0.083012478,-0.140211069,-0.148007094,-0.087470095,-0.187351987,-0.032145919,-0.050157469,0.001646032,-0.108483667,0
P2RY8,-0.073905485,-0.101242469,-0.109049099,-0.071961053,-0.068199818,-0.011949679,-0.047981763,-0.043068722,-0.159707394,0
LITAF,-0.053081047,-0.121729731,-0.072290575,-0.152865443,-0.047839245,0.000607225,-0.070680811,-0.155179088,-0.022437809,0
CEMIP2,-0.023132791,-0.113296321,-0.075789982,-0.034789924,-0.078420227,-0.019136371,-0.016233027,-0.019854008,-0.089503111,0
PRF1,-0.057624224,-0.144293114,-0.059348737,-0.005017909,-0.04949572,-0.032941376,-0.053184547,-0.056300979,-0.039356195,0
CDK17,-0.021194571,-0.108106114,-0.053182622,-0.072987549,-0.061236844,-0.04797521,-0.041787785,0.004986353,-0.127121625,0
IGKC,-0.030336628,-0.088684029,-0.032788437,-0.014433703,0.003771154,0.00933394,-0.013742313,-0.034157189,-0.09282314,0
