DB,timepoint,CellType,ExperimentType,Pathway,p.value,padj,ES,NES,nMoreExtreme,size,celltype,Celltype,negative_log10_of_adjusted_p_value,info
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN,1.32e-05,0.0001218,-0.500049694,-2.259324726,0,180,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,LI_AMPLIFIED_IN_LUNG_CANCER,1.34e-05,0.0001218,-0.504521506,-2.247731908,0,161,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,HILLION_HMGA1B_TARGETS,1.47e-05,0.0001218,-0.554791776,-2.239989088,0,83,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,SANA_RESPONSE_TO_IFNG_DN,1.48e-05,0.0001218,-0.560920878,-2.239660297,0,78,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,KIM_ALL_DISORDERS_DURATION_CORR_DN,1.37e-05,0.0001218,-0.510209322,-2.225050114,0,137,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,1.39e-05,0.0001218,-0.512623511,-2.211162999,0,127,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,DANG_MYC_TARGETS_UP,1.37e-05,0.0001218,-0.506762059,-2.210016418,0,137,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,BENPORATH_MYC_TARGETS_WITH_EBOX,1.29e-05,0.0001218,-0.479563056,-2.209925097,0,214,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,IRITANI_MAD1_TARGETS_DN,1.56e-05,0.0001218,-0.608491154,-2.203046353,0,46,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,OSMAN_BLADDER_CANCER_UP,1.19e-05,0.0001218,-0.450753059,-2.199949771,0,384,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,CHICAS_RB1_TARGETS_LOW_SERUM,1.47e-05,0.0001218,-0.54203332,-2.183493055,0,82,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,WANG_TUMOR_INVASIVENESS_UP,1.2e-05,0.0001218,-0.445147047,-2.159680378,0,358,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,BOUDOUKHA_BOUND_BY_IGF2BP2,1.43e-05,0.0001218,-0.513762831,-2.136197088,0,99,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,REACTOME_METABOLISM_OF_RNA,1.25e-05,0.0001218,-0.451665274,-2.128902869,0,264,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,1.49e-05,0.0001218,-0.538283862,-2.12087654,0,72,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR,1.15e-05,0.0001218,-0.425643908,-2.115603088,0,490,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,NATSUME_RESPONSE_TO_INTERFERON_BETA_DN,1.55e-05,0.0001218,-0.571569816,-2.096325738,0,49,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,1.49e-05,0.0001218,-0.528276822,-2.081448095,0,72,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,DAZARD_RESPONSE_TO_UV_NHEK_UP,1.29e-05,0.0001218,-0.451435854,-2.078905818,0,213,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,CAIRO_HEPATOBLASTOMA_CLASSES_UP,1.13e-05,0.0001218,-0.412506927,-2.07246963,0,573,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,1.55e-05,0.0001218,-0.551224904,-2.012940125,0,48,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,ONKEN_UVEAL_MELANOMA_DN,1.15e-05,0.0001218,-0.388595422,-1.930727408,0,488,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,IVANOVA_HEMATOPOIESIS_MATURE_CELL,1.26e-05,0.0001218,-0.409120075,-1.92558648,0,260,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,FERNANDEZ_BOUND_BY_MYC,1.33e-05,0.0001218,-0.424070003,-1.899118984,0,168,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,TARTE_PLASMA_CELL_VS_PLASMABLAST_UP,1.22e-05,0.0001218,-0.386158152,-1.856021764,0,323,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP,1.1e-05,0.0001218,-0.334646591,-1.699862097,0,691,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP,1.08e-05,0.0001218,-0.321830995,-1.651870251,0,849,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN,1.18e-05,0.0001218,-0.331352916,-1.62624761,0,412,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,BRUINS_UVC_RESPONSE_LATE,1.06e-05,0.0001218,-0.300304181,-1.552891384,0,1009,CD8;Ribodepleted,CD8_Ribodepleted,3.91435271170314,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN,1.58e-05,0.000122282,-0.597987834,-2.113455322,0,41,CD8;Ribodepleted,CD8_Ribodepleted,3.91263746672498,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,MODY_HIPPOCAMPUS_PRENATAL,1.58e-05,0.00012239,-0.598642283,-2.104840777,0,40,CD8;Ribodepleted,CD8_Ribodepleted,3.91225406521527,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,MARTINELLI_IMMATURE_NEUTROPHIL_UP,1.74e-05,0.000131343,-0.85686236,-2.180261231,0,11,CD8;Ribodepleted,CD8_Ribodepleted,3.88159306823294,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,TARTE_PLASMA_CELL_VS_PLASMABLAST_UP,2.49e-05,0.000141246,-0.341365655,-1.673584118,1,320,CD8;Ribodepleted,CD8_Ribodepleted,3.85002384228746,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN,2.87e-05,0.000155202,-0.426812434,-1.84610771,1,114,CD8;Ribodepleted,CD8_Ribodepleted,3.80910268653552,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN,2.12e-05,0.000160168,-0.281501818,-1.452868551,1,962,CD8;Ribodepleted,CD8_Ribodepleted,3.79542424737546,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS,2.13e-05,0.000160733,-0.299592986,-1.543293003,1,921,CD8;Ribodepleted,CD8_Ribodepleted,3.79389494933134,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,GEORGES_TARGETS_OF_MIR192_AND_MIR215,2.16e-05,0.000162384,-0.297434947,-1.52307169,1,808,CD8;Ribodepleted,CD8_Ribodepleted,3.78945676483643,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP,2.21e-05,0.000164774,-0.304695841,-1.543229065,1,653,CD8;Ribodepleted,CD8_Ribodepleted,3.78311131537767,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,DIRMEIER_LMP1_RESPONSE_EARLY,3.08e-05,0.000165833,-0.525798664,-2.045126284,1,61,CD8;Ribodepleted,CD8_Ribodepleted,3.78032904259253,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,MARTINEZ_RB1_TARGETS_DN,2.33e-05,0.000172758,-0.323685016,-1.598361821,1,446,CD8;Ribodepleted,CD8_Ribodepleted,3.76256183237397,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,TIEN_INTESTINE_PROBIOTICS_24HR_DN,2.59e-05,0.000172768,-0.380194393,-1.747744534,1,209,CD8;Ribodepleted,CD8_Ribodepleted,3.76253669420885,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,LUI_TARGETS_OF_PAX8_PPARG_FUSION,3.25e-05,0.000173459,-0.629291037,-2.169579522,1,34,CD8;Ribodepleted,CD8_Ribodepleted,3.76080316166837,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN,3.06e-05,0.000194756,-0.25186627,-1.322695301,2,1649,CD8;Ribodepleted,CD8_Ribodepleted,3.71050915380045,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,LUI_THYROID_CANCER_CLUSTER_3,3.26e-05,0.000205888,-0.644167322,-2.090611174,1,28,CD8;Ribodepleted,CD8_Ribodepleted,3.68636896511414,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,HILLION_HMGA1_TARGETS,4.43e-05,0.000269495,-0.491803986,-1.96368847,2,78,CD8;Ribodepleted,CD8_Ribodepleted,3.56944928796353,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,MUNSHI_MULTIPLE_MYELOMA_UP,4.43e-05,0.000269495,-0.487680848,-1.947225494,2,78,CD8;Ribodepleted,CD8_Ribodepleted,3.56944928796353,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN,6.45e-05,0.000317585,0.315975664,1.799616233,0,460,CD8;Ribodepleted,CD8_Ribodepleted,3.49814001811858,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,JOHNSTONE_PARVB_TARGETS_2_UP,5.56e-05,0.000326458,-0.433359707,-1.869264538,3,127,CD8;Ribodepleted,CD8_Ribodepleted,3.48617268434766,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3,5.57e-05,0.000327003,-0.294056741,-1.484767137,4,621,CD8;Ribodepleted,CD8_Ribodepleted,3.48544826300495,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,BHATTACHARYA_EMBRYONIC_STEM_CELL,7.48e-05,0.000359906,-0.46646911,-1.906322737,4,80,CD8;Ribodepleted,CD8_Ribodepleted,3.44381091315489,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,DAZARD_UV_RESPONSE_CLUSTER_G1,9.33e-05,0.000439585,-0.515302176,-1.976883198,5,57,CD8;Ribodepleted,CD8_Ribodepleted,3.35695713546687,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,LUI_TARGETS_OF_PAX8_PPARG_FUSION,8.01e-05,0.000447518,-0.596927443,-2.025559534,4,34,CD8;Ribodepleted,CD8_Ribodepleted,3.34918949187107,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,0.000108218,0.000499764,-0.499536126,-1.936022709,6,60,CD8;Ribodepleted,CD8_Ribodepleted,3.3012350310516,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,DACOSTA_UV_RESPONSE_VIA_ERCC3_DN,0.000111819,0.000514245,0.286614096,1.702243844,0,808,CD8;Ribodepleted,CD8_Ribodepleted,3.28882992225447,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,JOHNSTONE_PARVB_TARGETS_2_DN,0.000112717,0.000518229,-0.321188135,-1.569953816,8,310,CD8;Ribodepleted,CD8_Ribodepleted,3.28547828763044,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,CUI_TCF21_TARGETS_2_DN,9.81e-05,0.000535919,-0.278151592,-1.419571697,8,757,CD8;Ribodepleted,CD8_Ribodepleted,3.27090084558956,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,ZHANG_RESPONSE_TO_CANTHARIDIN_DN,0.000122001,0.000555982,-0.482339368,-1.909096413,7,67,CD8;Ribodepleted,CD8_Ribodepleted,3.25493926853883,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,OSMAN_BLADDER_CANCER_DN,0.000108292,0.00058438,-0.325697558,-1.578871302,8,355,CD8;Ribodepleted,CD8_Ribodepleted,3.23330465591069,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,IVANOVA_HEMATOPOIESIS_MATURE_CELL,0.000140863,0.000630764,-0.330551579,-1.588512387,10,260,CD8;Ribodepleted,CD8_Ribodepleted,3.20013310140449,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,DACOSTA_UV_RESPONSE_VIA_ERCC3_DN,0.000134336,0.000703632,0.256719779,1.507803887,0,810,CD8;Ribodepleted,CD8_Ribodepleted,3.1526544177828,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN,0.000144373,0.000752683,0.259857985,1.461729194,1,463,CD8;Ribodepleted,CD8_Ribodepleted,3.12338789277344,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,MARTINEZ_TP53_TARGETS_DN,0.000176238,0.000768873,-0.288951257,-1.465979148,14,484,CD8;Ribodepleted,CD8_Ribodepleted,3.1141453896578,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN,0.000155067,0.000800585,-0.420457227,-1.785774981,10,114,CD8;Ribodepleted,CD8_Ribodepleted,3.09659255122599,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,OSMAN_BLADDER_CANCER_DN,0.000196406,0.000847306,-0.308503225,-1.526534131,15,355,CD8;Ribodepleted,CD8_Ribodepleted,3.07195971822705,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,SHEN_SMARCA2_TARGETS_UP,0.000188244,0.000946242,-0.306833459,-1.506715572,15,415,CD8;Ribodepleted,CD8_Ribodepleted,3.02399777921767,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP,0.000233493,0.000987268,-0.626079113,-2.005277951,13,25,CD8;Ribodepleted,CD8_Ribodepleted,3.00556493940513,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,GRUETZMANN_PANCREATIC_CANCER_DN,0.0002443,0.001027199,-0.36320295,-1.665192956,17,173,CD8;Ribodepleted,CD8_Ribodepleted,2.9883454120699,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,MARTINEZ_RB1_AND_TP53_TARGETS_DN,0.000317726,0.001292339,-0.287100267,-1.455290238,26,478,CD8;Ribodepleted,CD8_Ribodepleted,2.88862354940758,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN,0.000361838,0.001453578,0.402905478,1.805924356,11,80,CD8;Ribodepleted,CD8_Ribodepleted,2.83756165872624,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0.00036645,0.001467928,-0.357766621,-1.640268772,26,173,CD8;Ribodepleted,CD8_Ribodepleted,2.83329524548912,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,0.000332306,0.001558437,-0.482317074,-1.843847869,21,61,CD8;Ribodepleted,CD8_Ribodepleted,2.80731074943807,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,BHATTACHARYA_EMBRYONIC_STEM_CELL,0.000338046,0.001581332,-0.441616087,-1.77514474,22,81,CD8;Ribodepleted,CD8_Ribodepleted,2.80097694054783,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,GABRIELY_MIR21_TARGETS,0.000414632,0.00163788,0.274715751,1.47861557,8,266,CD8;Ribodepleted,CD8_Ribodepleted,2.78571792018666,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,ZHANG_RESPONSE_TO_CANTHARIDIN_DN,0.000359013,0.001666231,-0.470606257,-1.830594901,23,67,CD8;Ribodepleted,CD8_Ribodepleted,2.77826478980146,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,CUI_TCF21_TARGETS_2_DN,0.000510391,0.001973929,-0.262569716,-1.369687847,45,747,CD8;Ribodepleted,CD8_Ribodepleted,2.70466847246818,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,BILANGES_SERUM_RESPONSE_TRANSLATION,0.000547486,0.002423643,-0.570942988,-1.911315489,33,32,CD8;Ribodepleted,CD8_Ribodepleted,2.61553135090357,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP,0.000743706,0.002758368,-0.499347303,-1.843799509,46,47,CD8;Ribodepleted,CD8_Ribodepleted,2.55934779410365,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,YAGI_AML_WITH_INV_16_TRANSLOCATION,0.00079248,0.002917079,-0.294371743,-1.462484098,64,371,CD8;Ribodepleted,CD8_Ribodepleted,2.53505180920549,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN,0.000816916,0.002997046,-0.282868383,-1.429285582,68,457,CD8;Ribodepleted,CD8_Ribodepleted,2.52330659125761,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN,0.000696266,0.002997449,-0.290533802,-1.438149945,59,462,CD8;Ribodepleted,CD8_Ribodepleted,2.5232481974558,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP,0.000738928,0.003158157,-0.600869423,-1.899228375,44,25,CD8;Ribodepleted,CD8_Ribodepleted,2.50056628391011,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,JOHNSTONE_PARVB_TARGETS_2_DN,0.000785758,0.003334244,-0.31300647,-1.498686413,63,310,CD8;Ribodepleted,CD8_Ribodepleted,2.47700262167174,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,LEE_LIVER_CANCER_MYC_UP,0.000834544,0.003515175,-0.493713614,-1.810775388,53,49,CD8;Ribodepleted,CD8_Ribodepleted,2.45405304912425,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,SENESE_HDAC3_TARGETS_UP,0.001060711,0.003785089,-0.284080513,-1.43013179,88,436,CD8;Ribodepleted,CD8_Ribodepleted,2.42192390433974,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,CHICAS_RB1_TARGETS_LOW_SERUM,0.00123888,0.004351566,-0.416829426,-1.709877971,82,82,CD8;Ribodepleted,CD8_Ribodepleted,2.36135442516741,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP,0.001389648,0.004824916,-0.46849248,-1.772953026,88,53,CD8;Ribodepleted,CD8_Ribodepleted,2.3165102431604,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,TONG_INTERACT_WITH_PTTG1,0.001398408,0.00553588,-0.474549403,-1.766030304,90,53,CD8;Ribodepleted,CD8_Ribodepleted,2.25681333255106,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN,0.001983769,0.006632166,0.37294032,1.667725132,65,79,CD8;Ribodepleted,CD8_Ribodepleted,2.17834461213484,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN,0.001774595,0.006788492,0.374630192,1.661811241,56,79,CD8;Ribodepleted,CD8_Ribodepleted,2.16822668946251,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN,0.00212899,0.007042404,-0.280350967,-1.404544769,176,411,CD8;Ribodepleted,CD8_Ribodepleted,2.15227906447771,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,PARENT_MTOR_SIGNALING_UP,0.00215591,0.008012428,-0.273376934,-1.365508641,188,526,CD8;Ribodepleted,CD8_Ribodepleted,2.09623586004326,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5,0.002498649,0.008089259,-0.278619387,-1.396861067,207,415,CD8;Ribodepleted,CD8_Ribodepleted,2.09209125922211,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL,0.002552316,0.008245294,-0.299955989,-1.450601091,200,277,CD8;Ribodepleted,CD8_Ribodepleted,2.08379385423398,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0.002225431,0.008246775,-0.340713794,-1.53346271,167,174,CD8;Ribodepleted,CD8_Ribodepleted,2.08371585430208,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,REACTOME_DEVELOPMENTAL_BIOLOGY,0.002320326,0.008527917,-0.295792504,-1.429931748,191,343,CD8;Ribodepleted,CD8_Ribodepleted,2.06915703517227,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,FOSTER_TOLERANT_MACROPHAGE_DN,0.002365865,0.008668391,-0.288157405,-1.407246336,198,386,CD8;Ribodepleted,CD8_Ribodepleted,2.06206150744536,C2
MSigDB,In-flight vs Pre-flight,CD8,Ribodepleted,GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP,0.002420369,0.008831017,-0.344078483,-1.537745067,180,165,CD8;Ribodepleted,CD8_Ribodepleted,2.05398927920218,C2
MSigDB,Post-flight vs Pre-flight,CD8,Ribodepleted,WEST_ADRENOCORTICAL_TUMOR_DN,0.002850513,0.009065486,-0.271156875,-1.374010777,241,476,CD8;Ribodepleted,CD8_Ribodepleted,2.04260890845094,C2
MSigDB,In-flight vs Pre-flight,LD,Multivariate (PolyA+ and Ribodepleted together),MATTIOLI_MGUS_VS_PCL,1.96e-05,0.001271,-0.572369338,-2.345227353,0,106,LD;Multivariate (PolyA+ and Ribodepleted together),LD_Multivariate,2.89585444944599,C2
MSigDB,In-flight vs Pre-flight,LD,Multivariate (PolyA+ and Ribodepleted together),MARTINELLI_IMMATURE_NEUTROPHIL_UP,2.09e-05,0.001271,-0.914461812,-2.263499728,0,11,LD;Multivariate (PolyA+ and Ribodepleted together),LD_Multivariate,2.89585444944599,C2
MSigDB,In-flight vs Pre-flight,LD,Multivariate (PolyA+ and Ribodepleted together),SHEN_SMARCA2_TARGETS_UP,2.17e-05,0.001271,0.346828996,1.725994243,0,415,LD;Multivariate (PolyA+ and Ribodepleted together),LD_Multivariate,2.89585444944599,C2
MSigDB,In-flight vs Pre-flight,LD,Multivariate (PolyA+ and Ribodepleted together),FOSTER_TOLERANT_MACROPHAGE_DN,2.17e-05,0.001271,0.324153167,1.603277984,0,390,LD;Multivariate (PolyA+ and Ribodepleted together),LD_Multivariate,2.89585444944599,C2
MSigDB,In-flight vs Pre-flight,LD,Multivariate (PolyA+ and Ribodepleted together),LIM_MAMMARY_STEM_CELL_UP,2.17e-05,0.001271,0.305989068,1.524472406,0,421,LD;Multivariate (PolyA+ and Ribodepleted together),LD_Multivariate,2.89585444944599,C2
MSigDB,In-flight vs Pre-flight,LD,Multivariate (PolyA+ and Ribodepleted together),DACOSTA_UV_RESPONSE_VIA_ERCC3_DN,2.27e-05,0.001271,0.287047937,1.508014418,0,817,LD;Multivariate (PolyA+ and Ribodepleted together),LD_Multivariate,2.89585444944599,C2
MSigDB,In-flight vs Pre-flight,LD,Multivariate (PolyA+ and Ribodepleted together),DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN,4.37e-05,0.002001219,0.300518404,1.511624404,1,467,LD;Multivariate (PolyA+ and Ribodepleted together),LD_Multivariate,2.69870538248462,C2
MSigDB,In-flight vs Pre-flight,LD,Multivariate (PolyA+ and Ribodepleted together),CUI_TCF21_TARGETS_2_DN,4.52e-05,0.002036636,0.27363978,1.430662688,1,765,LD;Multivariate (PolyA+ and Ribodepleted together),LD_Multivariate,2.69108658382132,C2
MSigDB,In-flight vs Pre-flight,LD,Multivariate (PolyA+ and Ribodepleted together),GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS,4.6e-05,0.002048693,0.26694161,1.415160142,1,940,LD;Multivariate (PolyA+ and Ribodepleted together),LD_Multivariate,2.68852311646224,C2
MSigDB,Post-flight vs Pre-flight,LD,Multivariate (PolyA+ and Ribodepleted together),KIM_ALL_DISORDERS_DURATION_CORR_DN,2.67e-05,0.002687587,0.438210393,2.028694121,0,136,LD;Multivariate (PolyA+ and Ribodepleted together),LD_Multivariate,2.57063746828253,C2
MSigDB,Post-flight vs Pre-flight,LD,Multivariate (PolyA+ and Ribodepleted together),YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17,2.78e-05,0.002687587,0.383668407,1.833934681,0,168,LD;Multivariate (PolyA+ and Ribodepleted together),LD_Multivariate,2.57063746828253,C2
