pathway,I4_Capsule_FD2_0,I4_Capsule_FD2_1,I4_Capsule_FD2_2,I4_Capsule_FD2_3,I4_Capsule_FD2_4,I4_Capsule_FD2_5,I4_Capsule_FD2_6,I4_Capsule_FD2_7,I4_Capsule_FD2_8,I4_Capsule_FD2_9,I4_Capsule_FD3_0,I4_Capsule_FD3_1,I4_Capsule_FD3_2,I4_Capsule_FD3_3,I4_Capsule_FD3_4,I4_Capsule_FD3_5,I4_Capsule_FD3_6,I4_Capsule_FD3_7,I4_Capsule_FD3_8,I4_Capsule_FD3_9,I4_Capsule_LM44_0,I4_Capsule_LM44_1,I4_Capsule_LM44_2,I4_Capsule_LM44_3,I4_Capsule_LM44_4,I4_Capsule_LM44_5,I4_Capsule_LM44_6,I4_Capsule_LM44_7,I4_Capsule_LM44_8,I4_Capsule_LM44_9,I4_Capsule_LM92_0,I4_Capsule_LM92_1,I4_Capsule_LM92_2,I4_Capsule_LM92_3,I4_Capsule_LM92_4,I4_Capsule_LM92_5,I4_Capsule_LM92_6,I4_Capsule_LM92_7,I4_Capsule_LM92_9
PWY-5850: superpathway of menaquinol-6 biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2451,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.8313,0.0,0.0,0.0,0.0,5.90629,51.303,25.2271,0.0,0.0,0.0,58.6954
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06786,0.0,0.0,4.90499,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.609,6.50439,11.1722,79.232,23.5995,0.0,0.0,86.7487,29.2585
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2159,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.846,0.0,0.0,0.0,0.0,4.00442,36.9639,17.6033,0.0,0.0,0.0,46.7244
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I,18.2549,0.0,0.0,0.0,0.0,0.0,0.0,83.7333,0.0,0.0,87.1879,0.0,0.0,0.0,19.3562,18.2159,12.4018,0.0,0.0,0.0,0,44.5568,87.975,27.4435,0.0,34.8541,0.0,130.315,0.0,0.0,0.0,22.3849,50.1143,79.9917,74.142,0.0,0.0,0.0,46.7244
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2159,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.846,0.0,0.0,0.0,0.0,29.1615,36.9639,17.6033,0.0,0.0,0.0,46.7244
PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4458,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5896: superpathway of menaquinol-10 biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2451,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.8313,0.0,0.0,0.0,0.0,5.90629,51.303,25.2271,0.0,0.0,0.0,58.6954
PWY-5897: superpathway of menaquinol-11 biosynthesis,143.87,0.0,104.313,0.0,0.0,0.0,0.0,154.16,0.0,0.0,92.0914,0.0,0.0,0.0,34.312,156.591,57.5153,0.0,0.0,21.7665,0,171.89,116.076,171.312,245.713,146.538,151.137,162.0,207.789,145.061,0.0,117.63,67.6079,107.652,162.805,143.727,0.0,0.0,64.9407
PWY-5898: superpathway of menaquinol-12 biosynthesis,143.87,0.0,104.313,0.0,0.0,0.0,0.0,154.16,0.0,0.0,92.0914,0.0,0.0,0.0,34.312,156.591,57.5153,0.0,0.0,21.7665,0,171.89,116.076,171.312,245.713,146.538,151.137,162.0,207.789,145.061,0.0,117.63,67.6079,107.652,162.805,143.727,0.0,0.0,64.9407
PWY-5899: superpathway of menaquinol-13 biosynthesis,143.87,0.0,104.313,0.0,0.0,0.0,0.0,154.16,0.0,0.0,92.0914,0.0,0.0,0.0,34.312,156.591,57.5153,0.0,0.0,21.7665,0,171.89,116.076,171.312,245.713,146.538,151.137,162.0,207.789,145.061,0.0,117.63,67.6079,107.652,162.805,143.727,0.0,0.0,64.9407
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9641,0.0,0.0,0.0,0.0,17.3317,0.0,0.0,0.0,0.0,0,24.2949,0.0,0.0,0.0,24.658,0.0,0.0,0.0,14.633,0.0,14.5497,12.5034,16.641,17.2871,0.0,0.0,0.0,0.0
PWY-5913: partial TCA cycle (obligate autotrophs),15.967,55.0727,53.7305,0.0,0.0,84.0996,0.0,140.143,85.1304,45.2947,71.8993,0.0,153.071,0.0,158.367,80.5867,103.845,121.698,168.219,148.572,0,42.8408,0.0,13.4147,28.9781,27.5256,0.0,41.4636,0.0,20.6832,146.989,0.0,50.067,123.223,55.8895,44.0374,0.0,30.832,24.3149
PWY-5918: superpathway of heme b biosynthesis from glutamate,285.02,115.995,118.215,217.855,0.0,147.138,403.533,130.105,0.0,51.127,222.694,0.0,0.0,0.0,156.318,204.981,185.48,167.915,124.619,90.4968,0,293.75,265.391,236.617,236.32,265.599,198.135,246.748,258.894,272.96,33.0262,269.997,86.571,189.828,228.636,223.248,170.141,73.6686,63.98
PWY-5920: superpathway of heme b biosynthesis from glycine,28.836,98.5601,143.542,0.0,118.171,113.483,0.0,0.0,66.8511,45.6757,137.754,0.0,0.0,0.0,187.536,177.596,176.491,200.864,163.409,114.791,0,27.4142,0.0,68.0191,0.0,25.9269,0.0,102.445,0.0,20.089,27.2696,29.9878,38.0721,131.882,91.6155,0.0,95.9947,34.0663,18.8302
PWY-5941: glycogen degradation II,400.868,165.124,225.776,246.908,91.2561,108.36,0.0,0.0,0.0,67.2475,293.772,0.0,145.606,52.5496,153.15,224.435,199.068,184.354,155.078,221.19,0,273.948,180.273,311.572,162.153,278.047,53.2185,321.987,192.17,190.603,165.241,188.753,135.908,222.562,232.921,158.096,109.079,154.368,152.096
PWY-5971: palmitate biosynthesis (type II fatty acid synthase),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.354,0.0,0.0,0.0,0.0,105.93,0.0,0.0,0.0,400.093,0,0.0,0.0,0.0,0.0,140.066,0.0,0.0,0.0,0.0,0.0,0.0,77.7778,0.0,0.0,101.255,0.0,0.0,0.0
PWY-5972: stearate biosynthesis I (animals),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5305,0.0,15.6973,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4515,0.0,6.5463,9.02414,12.4096,0.0,0.0,0.0,0.0
PWY-5973: cis-vaccenate biosynthesis,69.7064,88.7937,116.892,0.0,0.0,175.098,0.0,92.6637,0.0,0.0,114.018,0.0,278.604,358.851,301.482,164.354,158.168,163.432,363.537,319.136,0,81.8158,33.1015,93.0056,126.559,118.822,69.9701,52.6078,54.4856,64.7613,397.039,61.9303,105.511,241.757,199.655,84.8815,0.0,222.782,160.681
PWY-5981: CDP-diacylglycerol biosynthesis III,43.7645,46.0101,0.0,0.0,0.0,55.3616,0.0,40.5649,0.0,34.6726,67.2912,0.0,64.108,0.0,77.9818,90.8453,48.0872,65.0201,71.5812,107.438,0,65.2087,0.0,31.0063,122.727,43.4716,0.0,98.6796,83.5474,66.4886,101.931,47.4764,35.661,76.157,74.6001,54.0005,0.0,69.6872,49.8139
PWY-5989: stearate biosynthesis II (bacteria and plants),89.5418,320.383,221.525,82.0285,248.094,381.323,0.0,112.162,0.0,218.175,202.611,0.0,506.464,397.497,608.885,317.321,398.128,502.754,609.638,478.845,0,88.2608,101.366,108.705,106.729,130.953,94.6865,141.246,67.2732,96.1381,490.856,106.075,107.958,328.951,194.004,95.9334,0.0,242.315,158.18
PWY-5994: palmitate biosynthesis (type I fatty acid synthase),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11996,0.0,0.0,0.0,0.0,0.0,0.0
"PWY-6084: 3,5-dichlorocatechol degradation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04929,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1469,0.0,0.0,30.819,4.21952,0.0,0.0,12.2024,0.0
PWY-6087: 4-chlorocatechol degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6809,0.0,0.0,0.0,0.0,0.0
PWY-6089: 3-chlorocatechol degradation I (ortho),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6809,0.0,0.0,0.0,0.0,0.0
"PWY-6093: 4,5-dichlorocatechol degradation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5276,0.0,0.0,0.0,0.0,0.0
PWY-6107: chlorosalicylate degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3775,0.0,0.0,0.0,0.0,0.0
PWY-6113: superpathway of mycolate biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35905,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I,576.112,298.789,435.663,289.49,164.509,247.601,500.939,429.75,93.5758,271.923,487.794,461.829,133.029,68.2986,280.875,393.857,321.374,274.672,283.8,273.196,0,499.227,454.387,464.016,313.031,457.802,535.779,506.949,592.778,419.217,194.686,460.605,164.512,311.221,347.029,324.455,324.497,259.749,216.151
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,568.641,296.418,413.295,260.235,145.094,284.751,556.909,401.706,215.579,255.097,503.472,521.823,144.947,98.6724,341.876,407.824,318.6,290.339,297.388,267.013,0,494.806,443.371,460.375,331.299,459.213,526.374,495.702,591.674,411.833,219.281,455.643,164.332,314.5,343.873,315.492,366.4,285.133,228.947
PWY-6123: inosine-5'-phosphate biosynthesis I,414.537,222.844,330.695,234.663,0.0,179.934,274.572,306.409,0.0,256.953,388.37,554.527,66.6038,111.238,259.652,293.845,278.595,319.956,245.435,271.571,0,406.999,333.106,329.066,304.324,377.615,350.132,416.152,449.66,354.245,202.698,316.448,144.153,278.226,320.849,281.214,315.83,212.196,148.264
PWY-6124: inosine-5'-phosphate biosynthesis II,352.683,201.294,304.132,205.784,0.0,174.137,201.814,176.179,174.588,239.233,414.071,541.136,60.1815,117.465,274.886,283.849,268.695,338.187,260.685,286.168,0,335.799,291.037,247.932,281.69,358.928,333.899,378.625,404.506,324.923,247.22,229.124,142.076,279.017,307.979,236.353,295.629,206.514,131.785
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,437.956,347.177,360.164,331.962,0.0,323.64,0.0,306.705,0.0,133.385,597.526,428.624,166.703,156.596,369.264,405.26,404.194,333.309,377.108,361.968,0,490.062,379.069,432.794,393.894,483.372,541.829,289.336,482.111,490.045,354.112,388.408,181.323,363.728,358.406,351.297,432.21,327.136,351.572
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,498.979,370.161,399.716,424.6,0.0,322.982,0.0,447.419,148.574,178.705,547.237,443.007,246.988,186.456,356.433,425.869,402.016,343.402,336.361,330.965,0,552.292,454.153,496.743,434.777,545.778,526.493,369.811,600.191,554.312,369.768,462.496,214.809,396.584,409.089,406.308,504.733,348.498,363.067
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,523.223,291.471,354.917,374.578,277.739,198.087,0.0,315.714,164.731,142.738,289.835,148.79,0.0,51.3079,152.43,273.86,297.808,165.876,118.678,238.048,0,415.663,413.329,392.785,248.18,319.508,278.12,340.357,442.787,473.252,41.0373,365.058,121.524,203.706,252.691,331.897,217.147,167.792,204.057
PWY-6151: S-adenosyl-L-methionine salvage I,530.569,312.866,313.992,317.942,0.0,179.299,503.603,379.479,0.0,222.478,444.407,266.749,0.0,0.0,134.524,282.696,251.04,181.577,87.2386,129.086,0,520.59,367.213,439.294,346.881,414.963,381.099,424.224,405.337,523.967,112.194,487.114,143.176,231.136,292.892,312.886,396.61,138.63,247.926
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,434.371,197.373,207.062,222.561,0.0,204.814,430.057,285.301,0.0,84.233,373.104,0.0,50.1556,81.5146,236.723,299.75,230.484,234.103,202.889,213.65,0,387.406,205.607,287.608,225.709,339.88,286.573,336.974,346.438,352.997,218.438,316.82,138.333,281.752,243.092,277.097,284.122,179.715,187.331
PWY-6168: flavin biosynthesis III (fungi),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1672,0.0,0.0,0.0,0.0
PWY-6182: superpathway of salicylate degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1996,8.53389,11.1657,0.0,18.0474,9.63366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7975,0.0,10.7225,59.9349,41.1219,0.0,0.0,0.0,0.0
PWY-6185: 4-methylcatechol degradation (ortho cleavage),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4317,4.98643,0.0,4.92999,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.484,0.0,14.9443,53.2746,43.6717,0.0,0.0,0.0,0.0
PWY-6193: 3-chlorocatechol degradation II (ortho),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6809,0.0,0.0,0.0,0.0,0.0
PWY-6215: 4-chlorobenzoate degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41436,0.0,0.0,0.0,2.29562,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17385,3.75759,0.0,0.0,0.0,0.0,0.0
PWY-621: sucrose degradation III (sucrose invertase),31.2122,0.0,0.0,39.9515,0.0,50.0306,0.0,0.0,0.0,0.0,17.8322,0.0,0.0,30.0704,63.341,68.8616,25.8853,48.5704,57.2391,59.8077,0,65.9893,0.0,36.7063,131.531,40.1261,121.014,83.4026,0.0,65.6749,0.0,24.6748,25.184,27.9798,60.215,41.847,29.4969,12.4697,0.0
PWY-622: starch biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.104,0.0,61.4077,58.9474,39.2119,0.0,0.0,0.0,0.0
PWY-6270: isoprene biosynthesis I,351.032,202.372,177.998,244.496,0.0,201.777,0.0,205.263,0.0,69.6071,319.814,459.605,0.0,0.0,152.616,250.824,269.045,177.062,121.175,134.38,0,315.901,294.721,283.905,153.327,308.381,276.011,333.745,344.833,334.919,38.0834,285.758,120.747,213.965,225.132,230.485,290.022,208.857,180.281
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,568.641,296.418,413.295,260.235,145.094,284.751,556.909,401.706,215.579,255.097,503.472,521.823,144.947,98.6724,341.876,407.824,318.6,290.339,297.388,267.013,0,494.806,443.371,460.375,331.299,459.213,526.374,495.702,591.674,411.833,219.281,455.643,164.332,314.5,343.873,315.492,366.4,285.133,228.947
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),94.2616,332.906,290.647,87.3258,245.65,407.4,0.0,127.533,0.0,235.842,233.865,0.0,513.992,489.633,656.528,380.477,454.051,514.793,655.226,502.565,0,108.698,162.883,113.85,100.768,147.495,109.278,152.599,64.5791,102.911,478.126,128.114,110.063,331.12,194.662,109.042,0.0,247.332,193.872
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.014,0.0,0.0,0.0,0.0,7.15248,0.0,0.0,0.0,66.1129,0,0.0,0.0,0.0,0.0,37.8624,0.0,0.0,0.0,0.0,0.0,0.0,10.0362,0.0,0.0,18.6706,0.0,0.0,0.0
PWY-6285: superpathway of fatty acids biosynthesis (E. coli),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.051,0.0,0.0,0.0,0.0,14.0009,0.0,0.0,0.0,114.924,0,0.0,0.0,0.0,0.0,61.1241,0.0,0.0,0.0,0.0,0.0,0.0,18.4802,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian),17.0949,0.0,58.1868,0.0,0.0,74.7023,0.0,55.8402,0.0,0.0,51.1515,0.0,0.0,0.0,30.8323,95.5873,16.9731,12.5328,14.9431,21.9617,0,18.8814,31.6836,73.0382,40.285,33.8507,0.0,46.9889,0.0,22.6901,44.5822,36.6813,55.3875,70.1257,97.8327,49.943,0.0,41.5797,15.5712
PWY-6293: superpathway of L-cysteine biosynthesis (fungi),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.3461,0.0,48.7034,72.257,23.5517,0.0,0.0,0.0,27.8857,24.2787,0.0,13.2725,6.38091,36.7733,38.2206,0.0,15.0819,0.0
PWY-6305: superpathway of putrescine biosynthesis,0.0,22.3846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6951,0.0,0.0,0.0,7.63632,2.24803,0.0,7.71354,10.5036,36.9108,0,4.48292,0.0,7.86744,28.2389,0.0,0.0,0.0,0.0,0.0,110.115,0.0,14.9686,61.717,37.3556,0.0,0.0,50.4165,0.0
"PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1955,0.0,0.0,0.0,0.0,28.6709,0.0,0.0,23.4696,50.6765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1794,0.0,0.0,24.8881,7.65777,0.0,0.0,26.3672,0.0
PWY-6313: serotonin degradation,0.0,37.5734,33.1208,0.0,0.0,108.757,0.0,0.0,0.0,0.0,15.0834,0.0,127.445,51.7387,169.109,63.8312,87.9935,133.754,152.257,131.571,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0856,0.0,0.0,33.4184,10.0845,0.0,0.0,39.0582,0.0
PWY-6317: D-galactose degradation I (Leloir pathway),51.4452,29.5521,19.4645,0.0,0.0,26.109,0.0,0.0,0.0,32.0579,78.827,0.0,0.0,0.0,7.96016,36.1557,15.1553,29.7656,3.42968,128.971,0,56.4632,46.2935,51.8661,111.795,57.3361,21.4289,53.6885,52.5262,34.7678,0.0,30.1647,43.3782,50.4931,41.2581,27.1004,51.3766,0.0,19.5748
PWY-6328: L-lysine degradation X,0.0,0.0,0.0,0.0,0.0,23.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5907,0.0,15.177,0.0,0.0,7.34308,7.06738,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6911,0.0,1.02978,9.06559,6.82179,0.0,0.0,0.0,0.0
PWY-6338: superpathway of vanillin and vanillate degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34992,0.0,0.0,0.0,0.0,0.0
PWY-6342: noradrenaline and adrenaline degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.70432,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81709,0.0,0.0,0.0,0.0
PWY-6353: purine nucleotides degradation II (aerobic),0.0,131.516,17.0629,0.0,0.0,123.972,0.0,0.0,0.0,81.0192,90.7206,0.0,64.8747,0.0,141.328,155.018,188.055,111.342,108.917,104.305,0,0.0,0.0,0.0,0.0,67.2408,0.0,0.0,0.0,5.72713,121.962,0.0,42.0581,173.748,93.1309,34.7008,91.241,72.6995,32.0178
"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis",15.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04063,0.0,0.0,0.0,0.0,0,22.6477,0.0,19.0348,0.0,29.6284,0.0,21.6267,123.963,30.7554,0.0,13.8707,7.54377,11.2357,2.81,0.0,19.4458,0.0,0.0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),335.292,188.606,253.142,141.966,0.0,170.191,0.0,186.52,0.0,90.5781,337.752,316.319,0.0,0.0,249.194,284.176,271.523,237.752,209.903,208.963,0,364.333,283.529,299.489,262.284,348.644,341.19,360.551,404.665,342.208,124.558,294.295,140.082,245.816,261.7,267.573,271.014,193.979,171.56
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),399.752,207.393,200.728,169.29,0.0,143.994,0.0,235.969,0.0,91.7859,357.407,0.0,0.0,0.0,239.469,293.118,262.696,237.363,239.305,225.269,0,376.628,297.184,317.748,305.056,351.456,340.937,420.874,441.069,363.112,126.434,342.328,145.471,238.434,276.928,282.719,326.67,169.231,174.305
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),421.145,212.626,251.423,194.688,0.0,160.691,409.047,227.927,0.0,99.7013,372.515,417.242,0.0,47.2698,235.851,285.972,266.9,228.839,221.505,212.86,0,413.962,312.525,324.43,274.269,374.066,338.0,432.663,467.225,365.931,116.487,377.903,150.193,232.861,267.38,279.605,322.994,185.321,170.275
"PWY-6396: superpathway of 2,3-butanediol biosynthesis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.37401,0.0,0.0,0.0,0.0,0.0,0.0,15.06,0.0,2.90528,0.0,0.0,0.0,0.0
PWY-6421: arsenate detoxification IV (mycothiol),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38756,0.0,0.0,0.0,0.0
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants),0.0,12.7738,0.0,0.0,0.0,65.6422,0.0,0.0,0.0,0.0,0.0,0.0,194.241,0.0,94.2928,42.4777,60.9437,49.0088,136.738,99.0049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.416,0.0,7.46452,52.1024,13.4121,0.0,0.0,10.1011,0.0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.3538,0.0,0.0,0.0,0.0,0.0,0.0,29.6638,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.4935,0.0,0.0,0.0,0.0,0.0,0.0,4.10852,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4838,20.4414,28.1615,51.366,37.471,28.3984,0,0.0,0.0,0.0,11.1024,0.0,0.0,0.0,0.0,0.0,35.4758,0.0,15.5806,15.6342,7.09946,0.0,0.0,0.0,0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,0.0,0.0,0.0,0.0,131.941,0.0,0.0,0.0,0.0,209.345,0.0,0.0,0.0,0.0,21.0281,6.39471,0.0,0.0,10.8556,26.666,0,0.0,0.0,0.0,0.0,12.0764,0.0,0.0,0.0,0.0,173.635,0.0,53.4684,152.157,37.7987,0.0,0.0,0.0,0.0
PWY-6527: stachyose degradation,71.6379,0.0,24.4418,0.0,0.0,35.7108,0.0,0.0,0.0,0.0,49.686,0.0,0.0,0.0,6.79933,8.99064,18.3037,21.597,2.7569,30.5372,0,86.2031,38.7822,36.9723,72.2717,56.7094,79.2554,56.8575,0.0,26.6916,0.0,0.0,34.9042,16.1284,12.7277,0.0,36.5641,0.0,25.9434
PWY-6531: mannitol cycle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.1959,0.0,0.0,0.0,0.0,0.0,0.0,1.38451,0.0,0.0,0.0,0.0,0.0,0.0
