pathway,pval,padj,log2err,ES,NES,size,timepoint,celltype,sample,info
HP_PERSISTENCE_OF_HEMOGLOBIN_F,7.23e-07,0.000164,0.6594444,-0.9673174,-1.807459,30,Immediately Post-flight,NK,Inspiration4,C5
HP_POLYDACTYLY,5.82e-05,0.00697,0.5573322,0.7239448,1.463066,217,Immediately Post-flight,NK,Inspiration4,C5
HP_POSITIONAL_FOOT_DEFORMITY,2.53e-05,0.00351,0.5756103,0.6903482,1.452705,357,Immediately Post-flight,NK,Inspiration4,C5
HP_PURE_RED_CELL_APLASIA,6.81e-07,0.000159,0.6594444,-0.9800271,-1.814927,25,Immediately Post-flight,NK,Inspiration4,C5
HP_REDUCED_CONSCIOUSNESS_CONFUSION,2.67e-07,7.98e-05,0.6749629,-0.6396561,-1.724146,354,Immediately Post-flight,NK,Inspiration4,C5
HP_RENAL_AGENESIS,4.94e-07,0.000123,0.6594444,-0.7519131,-1.83678,167,Immediately Post-flight,NK,Inspiration4,C5
HP_RENAL_HYPOPLASIA_APLASIA,0.000101,0.011,0.5384341,-0.5927618,-1.547506,286,Immediately Post-flight,NK,Inspiration4,C5
HP_RETICULOCYTOPENIA,2.87e-07,8.42e-05,0.6749629,-0.9627302,-1.815233,34,Immediately Post-flight,NK,Inspiration4,C5
HP_SARCOMA,0.000102,0.011,0.5384341,-0.6804566,-1.662723,161,Immediately Post-flight,NK,Inspiration4,C5
HP_SHORT_THUMB,4.78e-05,0.00582,0.5573322,-0.7895388,-1.79974,95,Immediately Post-flight,NK,Inspiration4,C5
HP_SLEEP_DISTURBANCE,0.000401,0.033,0.4984931,0.6523273,1.389954,456,Immediately Post-flight,NK,Inspiration4,C5
HP_SMALL_FOR_GESTATIONAL_AGE,2.63e-05,0.00355,0.5756103,-0.6673712,-1.671548,207,Immediately Post-flight,NK,Inspiration4,C5
HP_SPRENGEL_ANOMALY,0.000107,0.0115,0.5384341,-0.8716226,-1.737305,50,Immediately Post-flight,NK,Inspiration4,C5
HP_THROMBOCYTOSIS,2.1e-05,0.00302,0.5756103,-0.8929526,-1.778498,49,Immediately Post-flight,NK,Inspiration4,C5
HP_TRIANGULAR_SHAPED_PHALANGES_OF_THE_HAND,5.56e-05,0.00672,0.5573322,-0.6627809,-1.666924,185,Immediately Post-flight,NK,Inspiration4,C5
HP_TRIPHALANGEAL_THUMB,1.87e-09,8.01e-07,0.774939,-0.927552,-1.968718,65,Immediately Post-flight,NK,Inspiration4,C5
HP_UPSLANTED_PALPEBRAL_FISSURE,0.000318,0.0272,0.4984931,0.7028517,1.432332,237,Immediately Post-flight,NK,Inspiration4,C5
HP_WEBBED_NECK,7.37e-05,0.00855,0.5384341,-0.7560306,-1.77336,109,Immediately Post-flight,NK,Inspiration4,C5
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,0.000118,0.0132,0.5384341,-0.9116613,-1.756373,35,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,1.25e-08,5.85e-06,0.7477397,-0.8752166,-1.996292,95,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_CELLULAR_LIPID_METABOLIC_PROCESS,0.000426,0.037,0.4984931,0.6359594,1.276146,988,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.4e-25,4.18e-22,1.3110148,-0.9765605,-2.236696,103,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_CYTOPLASMIC_TRANSLATION,5.2e-11,3.24e-08,0.8513391,-0.9129332,-2.087402,99,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,7.74e-23,1.45e-19,1.2378967,-0.963757,-2.262814,117,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,1.62e-21,2.19e-18,1.2039752,-0.835416,-2.214872,340,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_LIPID_METABOLIC_PROCESS,0.000205,0.0207,0.5188481,0.6260531,1.257575,1331,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_MATURATION_OF_SSU_RRNA,0.000279,0.0258,0.4984931,-0.8625016,-1.783338,50,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA,0.000177,0.0183,0.5188481,-0.9005152,-1.749308,37,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_MELANOCYTE_DIFFERENTIATION,8.12e-05,0.00986,0.5384341,0.9431378,1.499596,23,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_MUSCLE_CELL_DEVELOPMENT,5.32e-05,0.00697,0.5573322,0.7899056,1.468146,145,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_NCRNA_METABOLIC_PROCESS,1.19e-06,0.00028,0.6435518,-0.5874677,-1.578508,453,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_NCRNA_PROCESSING,4.92e-07,0.000129,0.6594444,-0.6314276,-1.649939,378,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,2.25e-19,2.24e-16,1.1330899,-0.8896494,-2.260789,206,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY,2.53e-22,3.79e-19,1.2210538,-0.958829,-2.263238,120,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_OXIDATIVE_PHOSPHORYLATION,2.4e-11,1.7e-08,0.8634154,-0.8661204,-2.113625,140,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY,1.94e-06,0.00044,0.6272567,0.7374708,1.456862,384,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,5.45e-19,4.79e-16,1.123915,-0.9308601,-2.280749,144,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_PROTEIN_TARGETING,9.23e-20,9.85e-17,1.1512205,-0.7891862,-2.099511,426,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,1.1e-20,1.27e-17,1.1778933,-0.9035849,-2.278456,199,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,0.000618,0.0499,0.4772708,0.829669,1.432421,60,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_REGULATION_OF_GTPASE_ACTIVITY,3.42e-07,9.13e-05,0.6749629,0.7352087,1.457939,457,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,0.00036,0.0322,0.4984931,0.7822135,1.441065,126,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.000249,0.0235,0.4984931,0.8459167,1.463193,63,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,2.62e-06,0.000559,0.6272567,-0.8048474,-1.876471,112,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,5.69e-14,4.72e-11,0.9545416,-0.7202058,-1.935571,434,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,1.04e-07,3.45e-05,0.7049757,-0.7521281,-1.886743,198,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY,4.05e-05,0.00582,0.5573322,-0.9552513,-1.751992,26,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,1.03e-07,3.45e-05,0.7049757,-0.9024087,-1.946059,70,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY,7.12e-05,0.00886,0.5384341,-0.9694265,-1.704887,19,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,1.71e-08,7.1e-06,0.733762,-0.9115534,-1.976576,73,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_RIBOSOME_ASSEMBLY,4.85e-08,1.81e-05,0.7195128,-0.9259265,-1.980481,59,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_RIBOSOME_BIOGENESIS,6.35e-13,5e-10,0.921426,-0.7762275,-2.026488,297,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_RNA_CATABOLIC_PROCESS,1.55e-22,2.57e-19,1.2295041,-0.8137052,-2.167653,407,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_RRNA_METABOLIC_PROCESS,2.77e-11,1.88e-08,0.8634154,-0.785347,-1.978192,232,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT,2e-05,0.00344,0.5756103,0.8318286,1.48906,93,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,9.54e-05,0.011,0.5384341,0.7476197,1.447085,236,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,5.14e-05,0.00686,0.5573322,0.865739,1.491748,58,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.000332,0.03,0.4984931,0.8168862,1.446044,84,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_TRANSLATIONAL_INITIATION,5.61e-25,1.2e-21,1.2951231,-0.9345047,-2.350747,189,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_VIRAL_GENE_EXPRESSION,1.86e-25,4.62e-22,1.3110148,-0.9291642,-2.330846,198,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_CELL_SUBSTRATE_JUNCTION,3.23e-07,8.78e-05,0.6749629,-0.6219105,-1.645945,420,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_CYTOCHROME_COMPLEX,6.56e-05,0.00833,0.5384341,-0.9241648,-1.733791,31,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,4.71e-19,4.4e-16,1.123915,-0.9891363,-2.074254,54,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_CYTOSOLIC_RIBOSOME,1.16e-27,4.32e-24,1.3651796,-0.9803649,-2.245409,103,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,3.29e-11,2.14e-08,0.8513391,-0.9747928,-1.971763,45,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,8.16e-07,0.000197,0.6594444,-0.7851432,-1.90451,138,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_LARGE_RIBOSOMAL_SUBUNIT,1.9e-21,2.37e-18,1.1953445,-0.9619692,-2.242794,112,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX,1.69e-07,5.26e-05,0.6901325,-0.6947055,-1.758585,260,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_POLYSOMAL_RIBOSOME,2.23e-07,6.4e-05,0.6901325,-0.9664353,-1.813093,31,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_POLYSOME,3.01e-07,8.49e-05,0.6749629,-0.9029644,-1.917236,66,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_RESPIRASOME,6.48e-09,3.26e-06,0.7614608,-0.8855932,-2.030039,97,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_RESPIRATORY_CHAIN_COMPLEX,1.89e-09,1.09e-06,0.774939,-0.9109643,-2.037665,82,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_RESPIRATORY_CHAIN_COMPLEX_IV,0.000176,0.0183,0.5188481,-0.9630646,-1.693699,19,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_RIBOSOMAL_SUBUNIT,1.46e-32,2.19e-28,1.4815676,-0.9579207,-2.414563,183,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_RIBOSOME,4.98e-32,3.72e-28,1.467524,-0.9426335,-2.379189,219,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_SMALL_RIBOSOMAL_SUBUNIT,1.18e-12,8.81e-10,0.9101197,-0.953452,-2.067427,73,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOCC_SYNAPTIC_MEMBRANE,0.000414,0.0363,0.4984931,0.7090137,1.39367,354,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_ADENYL_NUCLEOTIDE_BINDING,6.82e-05,0.00857,0.5384341,0.622244,1.250654,1484,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_ANTIGEN_BINDING,3.12e-07,8.62e-05,0.6749629,-0.7938781,-1.953546,145,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_CO_RECEPTOR_BINDING,0.000604,0.0492,0.4772708,0.9679152,1.435843,12,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_GTPASE_ACTIVATOR_ACTIVITY,5.18e-06,0.00102,0.6105269,0.7610169,1.480064,262,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_KINASE_ACTIVITY,2.56e-08,1.03e-05,0.733762,0.7134226,1.428701,707,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_MRNA_BINDING,1.11e-05,0.002,0.5933255,-0.6276852,-1.60217,279,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY,3.43e-05,0.00503,0.5573322,0.7061958,1.404183,494,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_PROTEIN_KINASE_ACTIVITY,2.02e-07,5.92e-05,0.6901325,0.7288193,1.454297,550,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_PROTEIN_SERINE_KINASE_ACTIVITY,3.58e-06,0.000743,0.6272567,0.767812,1.48892,242,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,2.43e-06,0.000534,0.6272567,0.7279528,1.443626,421,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_RRNA_BINDING,4.61e-09,2.46e-06,0.7614608,-0.9322517,-1.995956,63,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,1.52e-30,7.55e-27,1.4390257,-0.9652063,-2.406208,158,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,1.99e-07,5.92e-05,0.6901325,0.696248,1.396385,848,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOMF_UBIQUITIN_LIGASE_INHIBITOR_ACTIVITY,0.000225,0.0221,0.5188481,-0.9964294,-1.528087,5,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_HAND,3.43e-05,0.00503,0.5573322,-0.8235629,-1.84181,86,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS,5.55e-05,0.0072,0.5573322,-0.6591709,-1.658764,195,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMALITY_OF_THE_THENAR_EMINENCE,4.42e-08,1.74e-05,0.7195128,-0.9788296,-1.799221,28,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMAL_ENZYME_COENZYME_ACTIVITY,7.47e-05,0.00917,0.5384341,-0.5341726,-1.431756,439,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL,6.54e-09,3.26e-06,0.7614608,-0.9822404,-1.830852,29,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMAL_HEMOGLOBIN,1.23e-07,4e-05,0.6901325,-0.9331534,-1.947371,52,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMAL_LOCALIZATION_OF_KIDNEY,0.000108,0.0123,0.5384341,-0.6831142,-1.711417,160,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMAL_MEAN_CORPUSCULAR_VOLUME,0.000188,0.0191,0.5188481,-0.8755465,-1.801351,49,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS,1.99e-05,0.00344,0.5756103,-0.926031,-1.798874,37,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMAL_RETICULOCYTE_MORPHOLOGY,9.5e-08,3.3e-05,0.7049757,-0.9023277,-1.962906,72,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMAL_SCAPULA_MORPHOLOGY,0.000109,0.0123,0.5384341,-0.7060312,-1.72595,141,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMAL_SOFT_PALATE_MORPHOLOGY,2.63e-06,0.000559,0.6272567,-0.693302,-1.757866,202,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABNORMAL_SYSTEMIC_ARTERIAL_MORPHOLOGY,0.000244,0.0234,0.5188481,-0.5347933,-1.417611,417,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ABSENT_THUMB,4.19e-06,0.000845,0.6105269,-0.9206976,-1.853415,44,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ADENOCARCINOMA_OF_THE_INTESTINES,4.19e-06,0.000845,0.6105269,-0.9473533,-1.825136,35,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ADENOCARCINOMA_OF_THE_LARGE_INTESTINE,1.41e-08,6.2e-06,0.7477397,-0.9804356,-1.824975,30,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ANEMIA_OF_INADEQUATE_PRODUCTION,1.89e-05,0.00331,0.5756103,-0.712359,-1.784684,160,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_APLASIA_HYPOPLASIA_OF_THE_EAR,7.49e-05,0.00917,0.5384341,-0.7217922,-1.761884,139,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_APLASIA_HYPOPLASIA_OF_THE_THUMB,4.84e-05,0.0066,0.5573322,-0.7368586,-1.751983,123,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_APLASIA_OF_THE_FINGERS,7.08e-06,0.00134,0.6105269,-0.8729357,-1.864719,64,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_CLEFT_LIP,4.27e-06,0.000851,0.6105269,-0.7000328,-1.747557,190,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_CLEFT_SOFT_PALATE,5.87e-06,0.00112,0.6105269,-0.7353833,-1.83319,157,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_DEVELOPMENTAL_CATARACT,7.67e-07,0.000188,0.6594444,-0.8086432,-1.90599,116,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_DEVELOPMENTAL_GLAUCOMA,2.76e-05,0.0043,0.5756103,-0.8615846,-1.8502,60,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_DUPLICATION_OF_HAND_BONES,3.63e-05,0.00527,0.5573322,-0.6717794,-1.701407,200,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_DUPLICATION_OF_THUMB_PHALANX,3.79e-10,2.26e-07,0.8140358,-0.958172,-1.999581,52,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ELEVATED_RED_CELL_ADENOSINE_DEAMINASE_LEVEL,4.33e-09,2.4e-06,0.7614608,-0.9899692,-1.772112,22,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_ERYTHROID_HYPOPLASIA,0.000211,0.021,0.5188481,-0.9440028,-1.71718,25,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_GASTROINTESTINAL_CARCINOMA,0.000572,0.0475,0.4772708,-0.8118102,-1.730985,65,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_HORSESHOE_KIDNEY,1.41e-08,6.2e-06,0.7477397,-0.8954022,-1.99121,81,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_HYDROPS_FETALIS,1.06e-05,0.00193,0.5933255,-0.8133956,-1.842516,92,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_INCREASED_MEAN_CORPUSCULAR_VOLUME,1.38e-06,0.000317,0.6435518,-0.9417864,-1.848482,39,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_LETHARGY,5.59e-07,0.000144,0.6594444,-0.7320881,-1.861492,185,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_MACROCYTIC_ANEMIA,7.89e-06,0.00147,0.5933255,-0.8831739,-1.889037,59,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR,6.35e-08,2.26e-05,0.7049757,-0.9823822,-1.801752,26,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_MYELODYSPLASIA,6.47e-05,0.00833,0.5384341,-0.7664842,-1.759088,102,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_NEOPLASM_OF_THE_COLON,2.67e-05,0.00421,0.5756103,-0.8186007,-1.82273,78,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_NONIMMUNE_HYDROPS_FETALIS,1.97e-07,5.92e-05,0.6901325,-0.9539069,-1.900423,40,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_NORMOCHROMIC_ANEMIA,0.000166,0.0179,0.5188481,-0.9284167,-1.728148,30,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_OCULAR_ANTERIOR_SEGMENT_DYSGENESIS,4.86e-05,0.0066,0.5573322,-0.6125058,-1.557464,266,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_OSTEOSARCOMA,8.56e-05,0.0102,0.5384341,-0.932431,-1.763633,33,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_PALLOR,1.13e-05,0.00201,0.5933255,-0.7460735,-1.81355,137,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND,7.92e-09,3.82e-06,0.7477397,-0.969934,-1.908322,38,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_PERSISTENCE_OF_HEMOGLOBIN_F,6.7e-07,0.000167,0.6594444,-0.9683403,-1.802461,30,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_PURE_RED_CELL_APLASIA,4.78e-08,1.81e-05,0.7195128,-0.9827145,-1.787599,25,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_REDUCED_CONSCIOUSNESS_CONFUSION,1.27e-07,4.05e-05,0.6901325,-0.6567589,-1.758072,354,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_RENAL_AGENESIS,1.2e-06,0.00028,0.6435518,-0.7566433,-1.912622,167,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_RENAL_HYPOPLASIA_APLASIA,0.000315,0.0288,0.4984931,-0.5675298,-1.463274,286,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_RETICULOCYTOPENIA,5.64e-08,2.05e-05,0.7195128,-0.9713189,-1.85632,34,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_SHORT_THUMB,5.57e-06,0.00108,0.6105269,-0.8176711,-1.865036,95,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_SMALL_FOR_GESTATIONAL_AGE,2.98e-05,0.00446,0.5756103,-0.6708628,-1.699125,207,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_SPRENGEL_ANOMALY,6.53e-07,0.000165,0.6594444,-0.9308196,-1.924595,50,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_TRACTIONAL_RETINAL_DETACHMENT,0.000387,0.0344,0.4984931,0.9968909,1.357341,4,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_TRIANGULAR_SHAPED_PHALANGES_OF_THE_HAND,2.24e-05,0.00377,0.5756103,-0.672843,-1.710849,185,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_TRIPHALANGEAL_THUMB,1.49e-08,6.38e-06,0.733762,-0.9237139,-1.969593,65,Immediately Post-flight,CD14_Mono,Inspiration4,C5
HP_WEBBED_NECK,0.000265,0.0246,0.4984931,-0.7359191,-1.701394,109,Immediately Post-flight,CD14_Mono,Inspiration4,C5
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,1.75e-26,2.91e-23,1.3344975,-0.787249,-2.057931,757,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,0.00114,0.0495,0.4550599,-0.8888668,-1.632694,35,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_APPENDAGE_DEVELOPMENT,0.000936,0.0433,0.4772708,0.6902072,1.571953,147,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_APPENDAGE_MORPHOGENESIS,0.00116,0.0499,0.4550599,0.7196407,1.589903,118,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,6.93e-09,1.51e-06,0.7614608,-0.8984595,-1.900577,95,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,6.69e-27,1.43e-23,1.3422338,-0.7536252,-2.001598,963,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,9.1e-11,2.73e-08,0.8390889,-0.6274419,-1.671504,971,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_CELL_MORPHOGENESIS,0.00116,0.0499,0.4550599,0.4972711,1.341406,959,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_CELL_PROJECTION_ORGANIZATION,0.000999,0.0452,0.4550599,0.454131,1.255086,1500,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,4.23e-24,3.34e-21,1.270913,-0.9765445,-2.092598,103,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_CYTOPLASMIC_TRANSLATION,2.19e-12,7.82e-10,0.8986712,-0.9255131,-1.969176,99,Immediately Post-flight,CD16_Mono,Inspiration4,C5
