metabolite_name,metabolite_id,annotation_confidence,Formula,Mass,RT,CAS ID,C001_June_Pre,C002_June_Pre,C003_June_Pre,C004_June_Pre,C001_Aug_Pre,C002_Aug_Pre,C003_Aug_Pre,C004_Aug_Pre,C001_Sept_Pre,C002_Sept_Pre,C003_Sept_Pre,C004_Sept_Pre,C001_Sept_Post,C002_Sept_Post,C003_Sept_Post,C004_Sept_Post,C001_Nov_Post,C002_Nov_Post,C003_Nov_Post,C004_Nov_Post,C001_Dec_Post,C002_Dec_Post,C003_Dec_Post,C004_Dec_Post
"PG(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",816.4659@6.86,4.0,C46H73O10P,816.4659,6.86,RPNEG,324475.485243607,280313.90678502,350331.56021698,384154.891894348,332833.856276688,327345.343822601,264956.017964554,374877.51546814,274206.473389069,333199.288576844,388973.54397531,261734.952648255,332067.921927414,255704.234338623,356377.142718933,295053.840206436,382520.265804062,373122.334027191,360367.156823883,361778.267557831,373527.186803756,351106.642419617,456610.853298539,226235.240233826
PI(16:0/16:0),810.5169@7.27,4.0,C41H79O13P,810.5169,7.27,RPNEG,206855.865248932,113960.535045059,95863.5662012633,107385.603416031,87113.6697915192,271900.043592163,268939.701996094,125145.622952331,141781.460177704,258336.914398193,298942.406228852,133000.935386383,107855.888408752,148902.690283325,341232.253183899,196011.504899536,121226.258083679,144595.723436218,123726.407908753,133725.680371048,116004.12591359,130237.691426681,186555.300596588,126913.624044479
PI(16:0/16:1(9Z)),808.5095@5.25,4.0,C41H77O13P,808.5095,5.25,RPNEG,167137.750507385,40691.4658739319,29459.9691609192,33607.8396465149,31246.9166235657,42433.5561727906,166544.351940613,52167.6502057801,32507.2058290711,72488.9041315308,175027.259692718,42175.2734658508,34261.4921780396,30679.2934248962,109796.296577484,34208.6908993225,26380.7427437134,49918.5241816712,83730.6955159303,49464.6194211731,37329.47700354,53643.0071790772,282138.90251471,36355.1958364563
"PI(16:0/16:2(9Z,12Z))",806.5302@6.38,4.0,C41H75O13P,806.5302,6.38,RPNEG,121133.890677551,42821.32432489,64639.9489275513,41710.5294334412,40252.2953551788,58571.5908207703,116611.392917999,71052.4215995787,36061.3345308533,63426.8924458924,118883.013112488,68704.8557137145,58731.8691795501,65632.9693396912,138532.685387695,87442.5146368409,56338.9490760803,42701.7507052613,50373.2895111083,71056.8251646424,42871.2718697204,55215.4900787354,75130.1211286925,67108.8232995606
PI(16:0/18:0),838.5477@5.91,4.0,C43H83O13P,838.5477,5.91,RPNEG,218132.116047028,76601.9535576477,65274.2009431763,78291.7254012757,98199.3757125246,123138.917584503,221169.886545471,84641.0954352722,73297.2813065796,130968.267275086,217496.633904053,81325.7219450682,68568.0479511718,99338.5219170227,160929.989207733,67736.5615183411,51680.0836701049,86668.6457604369,132218.102497925,90893.957968628,99760.8737871704,111746.097532562,171380.225209717,79466.8712956542
PI(16:0/20:0),866.5796@6.61,4.0,C45H87O13P,866.5796,6.61,RPNEG,138041.458776367,45607.6304897461,32727.9819792481,37178.5517999268,38626.1946860352,90299.9079294432,128795.088639892,47074.2931696778,36802.5344252931,89355.1069476319,131642.798893311,27733.7679503174,30772.6345759277,52524.5143365478,90715.6779300537,43042.9882523193,24759.2342548828,54774.5271922608,81168.8776881103,30268.0990933838,44870.9644560547,89708.1739484864,83015.5032675782,30831.4063173828
"PI(18:0/22:4(10Z,13Z,16Z,19Z))",914.5901@4.94,4.0,C49H87O13P,914.5901,4.94,RPNEG,419180.216496491,273145.131357361,320134.963504608,290796.147054474,277129.081464539,340841.675989624,239187.633178681,292778.539255096,283354.993048188,260141.761946655,341892.48866095,251181.535974334,236665.748753998,285870.429135223,275598.187240601,331933.538409882,301670.652315033,227322.836838104,273110.491819458,259469.264712402,267763.536983429,314837.295964783,251323.939210205,272471.793090454
PS(14:0/14:0),679.4315@4.87,4.0,C34H66NO10P,679.4315,4.87,RPNEG,13757.3224979553,20221.583522644,25612.1236152343,17139.1476433716,21128.4962598877,49080.0306427307,110860.841002503,123229.171035797,314823.643700013,183568.92391101,29048.6279318542,31289.278147583,128616.240333038,58284.0863516846,22772.0448244324,24828.1838285828,334390.233870666,230931.472982361,72676.4694637451,73950.8061456909,83543.4572358397,50495.9781457824,6747.38305639649,19025.2732485351
PS(14:0/14:1(9Z)),677.4408@4.87,4.0,C34H64NO10P,677.4408,4.87,RPNEG,22229.1420797119,35634.9973860473,33235.0807523192,28193.6344934693,27054.922367096,87269.1574431763,175515.001012451,169842.581717163,475026.652511963,263329.939220763,44533.8630392151,44455.8152695312,180210.86795636,96646.936171692,34118.3200516053,32307.8781512147,487022.300878296,383649.231362243,98279.2733271791,100461.642530823,114463.142526123,78951.7783755493,15105.2352889709,43495.4467494813
PS(14:0/16:0),707.4569@5.25,4.0,C36H70NO10P,707.4569,5.25,RPNEG,16772.1959533691,15765.5244310303,20892.3452458191,14958.3573458099,19886.5525492859,42515.249796875,100775.182322845,86135.9194053956,300535.316976776,169543.577883758,31186.096870636,27498.1437139283,106629.511124848,52624.1609417419,24750.756726593,17553.5136521911,323983.903608063,241643.262285095,70641.067132721,70838.941640854,76763.8567572021,40323.9818544006,11800.1372798767,18587.1214102173
PS(14:0/16:1(9Z)),705.4421@3.98,4.0,C36H68NO10P,705.4421,3.98,RPNEG,9750.83278762812,8016.93413665773,1995.18408950806,4797.91231390379,2612.72953536988,9628.37716354375,3757.13903869627,4880.6176567383,9007.92657885742,4624.93563864138,10451.0891636963,2747.60473648071,6024.84205999756,9778.99578286746,8255.40473587035,9031.91368011474,5320.79934524534,4899.77925811768,12683.4673391723,6155.67416412355,5472.78890945434,15612.1443932495,4053.91016860962,17088.3540354003
PS(14:0/18:0),735.4771@5.36,4.0,C38H74NO10P,735.4771,5.36,RPNEG,152285.8781781,85458.4326925049,78366.7253570557,86973.6373688965,94436.6384510803,102519.337646484,120826.354342499,91919.055827179,92010.7845986937,99513.7543307496,134167.452321106,71216.8079920349,92330.4634330749,127028.868177185,119009.230713806,97966.9263008118,87713.6291295165,83725.5272677612,129975.344616547,91194.0287817079,84289.8745515442,124054.038307495,113563.386000366,90839.3680966187
PS(14:0/18:1(9Z)),733.505@6.08,4.0,C38H72NO10P,733.505,6.08,RPNEG,52617.2874261474,46846.3270354768,33455.1759303436,37254.9731156005,36569.4530355989,49014.4988388062,42432.3969638062,33876.7936291504,35970.7653334503,53064.0692553253,36748.7785300292,28656.4030934296,27975.0593001556,37850.2589175415,42738.7822882537,36215.3909683685,35552.221526947,51152.4422066193,55078.7479422607,36282.1425802612,33836.9930101013,60989.5275848999,44793.484110077,33302.6824945373
"PS(14:0/18:2(9Z,12Z))",731.4642@4.64,4.0,C38H70NO10P,731.4642,4.64,RPNEG,12825.5050726624,28326.0215492859,20089.4860691528,20109.5098479004,18280.640087738,36602.7269682618,22540.1781795349,19961.8220759888,17256.0641251526,44461.9018757325,18188.5218961792,20454.6391499634,18085.9165898438,30294.5037474061,13134.9062329101,25462.0066213379,17236.0869734192,29412.8040993347,15519.8538317871,31982.8383221435,18470.27804422,34553.2287466125,13838.603416748,29363.347488495
"PS(14:0/20:3(8Z,11Z,14Z))",757.4755@6.89,4.0,C40H72NO10P,757.4755,6.89,RPNEG,23900.8553718567,18828.252659378,12979.0521121674,19276.1085533905,18288.2080559082,20132.3288940125,20907.816258606,14329.7841610871,12575.2663633881,24037.3271956482,26922.0160155639,9567.21338603209,13565.2667280731,14496.3592877197,18719.3217711258,11952.9958644867,20115.3645108186,19314.5378130646,24504.0849259949,13213.6333481979,17254.9962056274,20773.1556292114,29595.8648440628,9342.60234051518
"PS(14:0/20:4(5Z,8Z,11Z,14Z))",755.4926@6.08,4.0,C40H70NO10P,755.4926,6.08,RPNEG,6732.15831109617,6061.82091181946,3500.83086964419,4351.45964068604,2906.52864753721,6534.17327729797,16175.9603483887,11506.9983856964,36805.6722753906,25714.5547422791,7526.91888305664,4182.16734159851,17874.9850927735,7157.07226429749,5936.83332458498,6487.42329605104,47629.8615328217,31747.6732550507,7725.70686798096,5443.90806933595,12140.8761743775,5672.67518913263,4887.96821128848,4640.35393933106
"PS(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",779.5027@5.24,4.0,C42H70NO10P,779.5027,5.24,RPNEG,38446.6646603089,25758.645997467,22670.5391902161,22875.5731166688,21424.2041287843,31101.2363226623,32506.1889900207,26729.6018074035,31513.8071765137,31130.4821836549,32118.5648688353,25641.6786385803,27957.0996984253,27475.7316311035,23855.7394210815,23449.7019088745,20110.3434902954,34091.3991587829,40907.60184021,26623.9044628296,23214.1665266418,41615.5128239441,36513.641780777,27280.5566862793
PS(14:1(9Z)/14:1(9Z)),675.4042@4.54,4.0,C34H62NO10P,675.4042,4.54,RPNEG,31799.6238877868,32689.5760807495,26681.0480848389,16616.6422568665,20980.6096608277,28542.7377312012,33462.0873544312,26241.6601008911,18686.9236958007,29487.0401886597,27538.2397813721,21381.6855985108,12176.6724943543,23457.4238356018,25386.3522079772,22436.581574707,24122.734129425,27656.7230801696,29987.8156829529,21863.0689898377,19965.8472874451,39317.7594873046,35821.3841355896,25047.2293165893
PS(14:1(9Z)/16:1(9Z)),703.4559@4.69,4.0,C36H66NO10P,703.4559,4.69,RPNEG,16522.7518991089,40928.0877822571,27217.0238549194,13391.0070582581,21781.9612080078,57062.2580292664,31579.8765760803,33816.1820595398,26441.9984920044,60049.614103241,11263.9094273987,24575.8198693543,18641.0294491272,51984.5266960145,16182.5765776061,27458.8908174133,20399.9508287049,44968.0751618347,13092.6989587402,33323.2861303406,24077.0801118469,50965.8032273864,21276.7709116516,42316.3563038636
"PS(14:1(9Z)/20:4(5Z,8Z,11Z,14Z))",753.4485@4.65,4.0,C40H68NO10P,753.4485,4.65,RPNEG,64557.7107270508,111508.487788025,78686.0727911072,63054.2176139221,75200.6313891905,155546.712770752,105042.330603119,123866.252061188,69258.4406224976,162764.589536316,47359.2566746826,103167.98789563,54038.2731154174,134402.117827454,65515.3197503357,79286.8315272827,80012.7907585754,170573.914954529,52971.6616612549,110775.330849732,111050.78225354,141688.980160461,64731.8341181641,129916.283667908
"PS(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",777.4407@10.23,4.0,C42H68NO10P,777.4407,10.23,RPNEG,75172.7769419857,40744.4630079957,30632.7016110228,38499.2447239073,32728.4633146667,34316.2068167723,47913.3687918396,54540.9944934081,45195.4492988588,30115.2502505495,30339.054733307,36629.2910362243,51564.1389837644,51506.5429602354,51576.3311924131,56429.5594642641,49242.5677280579,37681.1440034486,35223.6161897277,29553.0943764953,52033.9865880432,41378.9006785582,45724.4654322814,33237.1437956238
PS(16:0/18:0),763.5154@6.2,4.0,C40H78NO10P,763.5154,6.2,RPNEG,1101487.70223535,530931.172069886,574591.964799377,279876.517600219,312315.265683319,598698.583000152,1344696.07620801,639443.367420533,293603.641517456,550029.392174072,1166432.1804895,598668.956037476,446400.357203063,874173.466305787,1421365.01565357,655568.475509644,404445.291557251,476061.574521545,613036.141600525,545734.417024231,305536.014550964,654387.405546264,741556.345002441,591750.12673285
PS(16:0/18:1(9Z)),761.538@6.89,4.0,C40H76NO10P,761.538,6.89,RPNEG,94133.9129990539,62011.7064650116,67826.2229122772,44480.0377600708,48903.4395407333,79723.6740539704,60209.452431717,50833.5476027374,51972.0998194122,91093.85171875,58890.5257642516,51477.9305242309,45574.0912897491,53782.132449524,60931.8860962828,48948.7471553802,40094.6867979127,72547.5294519043,69591.4100378571,46724.4429898987,41932.1336812591,86183.1741105346,48958.9530357666,36123.3371879579
"PS(16:0/18:2(9Z,12Z))",759.4495@4.51,4.0,C40H74NO10P,759.4495,4.51,RPNEG,20823.0217065735,22660.4374814048,10855.8603341985,15626.9735200191,19336.3184581909,17655.4435124817,20365.5827902222,15602.5302705078,16724.392245575,24431.7159016418,18616.1241121459,21890.829821167,12126.9132944641,16264.5869047547,11604.429023552,11420.9624673462,10544.2364637757,24030.3708411865,24250.657282557,16435.0395114136,17836.3783935547,29375.9336211123,28318.8746817017,18803.9598225403
"PS(16:0/20:3(8Z,11Z,14Z))",785.5309@7.06,4.0,C42H76NO10P,785.5309,7.06,RPNEG,107363.866586609,39687.878660675,51677.6435957642,41378.6849750061,44099.2537306212,60195.7490060426,117677.994028626,58303.78001828,51860.0824981079,61724.1298944397,116275.510960205,59121.0483312378,55406.8074192198,69672.4987441407,189889.904334656,101850.119992279,38741.0435946655,56247.0372760316,52041.8289670104,65515.9650485839,52080.942013733,43843.0652991028,77262.3728877258,69490.2959450989
"PS(16:0/20:4(5Z,8Z,11Z,14Z))",783.5019@6.49,4.0,C42H74NO10P,783.5019,6.49,RPNEG,96663.7058441773,39279.9375624771,44362.3571374968,39097.026684372,29656.751048172,68494.6341995545,118311.265535919,51236.889330963,38507.1312617341,76571.8846931913,112065.864646698,54329.3582870254,45912.1776739502,55754.448829544,149909.125515823,71621.8617721863,35983.5904449615,47816.8023655166,40751.5468492737,51607.6240539015,37319.8008917084,43181.6771078492,76658.4536704865,43517.677972641
"PS(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",807.5187@5.25,4.0,C44H74NO10P,807.5187,5.25,RPNEG,148357.607794311,49323.6835060121,41614.5727543641,39585.6666134033,43240.4670440979,52951.2856051636,141651.871550308,50709.5452161866,45640.2362956543,76114.8672471924,157822.688083374,46329.9638485413,42899.410807312,54121.6548912354,102199.667740967,46657.1583383179,42539.4297438354,55616.5968466492,85375.5633773499,56072.7980621643,48466.7319642639,71062.0029181213,217305.368137329,47828.8385769043
"PS(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",781.4782@6.77,4.0,C42H72NO10P,781.4782,6.77,RPNEG,56074.5380550233,45639.3702706299,61395.6159629822,57657.7165262452,59229.3505911102,52505.3306577148,44560.501349884,55582.5463850555,48635.959236145,45677.1663003387,57665.1519234161,41784.0709202347,49485.7873839569,42104.5756494904,60282.8528567734,55288.0451050719,68514.4906188812,46816.1097824554,41732.0157366486,54158.1922297059,62028.0834111555,44310.8969127197,56602.2741144104,32726.3678714905
"PS(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",805.5183@5.36,4.0,C44H72NO10P,805.5183,5.36,RPNEG,123708.790767792,58740.3071011964,48330.8533592225,63877.5062632751,73393.1888336486,90645.8098153383,78441.3150546875,79092.7505235901,70422.7443185729,88604.5311421509,108974.12549762,70005.358341919,81546.9755730589,107786.563846191,80577.7592835692,84506.7121157836,85856.5428827819,80366.6721261596,99717.5982340395,76189.892735901,61881.8117308044,85563.3462137145,87609.9957918396,85737.9966151429
PS(18:0/18:0),791.5473@6.97,4.0,C42H82NO10P,791.5473,6.97,RPNEG,401359.494224609,340660.685326721,374632.720604858,133161.80786438,200419.219335449,381130.933763916,479396.939505371,408289.61166748,228688.163818359,355166.316056641,439449.91289209,379585.879456482,267296.519030395,523545.721190369,531641.762753662,385077.097412964,307792.599306275,318256.119300537,320554.702170044,348082.176955506,235323.6163797,385455.891636536,287780.752880859,365897.240290833
PS(18:0/18:1(9Z)),789.5513@6.11,4.0,C42H80NO10P,789.5513,6.11,RPNEG,818069.72893579,483974.766722229,328624.934126282,463695.756123657,485997.126981964,557761.504757935,930331.408070679,438048.809378174,362011.488068298,752573.854348328,838005.427728209,308972.460258576,295971.002232727,384720.253399597,647559.114238159,427314.951424255,331556.225285523,650234.868079041,686116.015234681,408599.707180237,426698.683736023,635317.70366687,540739.108663331,367286.114671387
"PS(18:0/18:2(9Z,12Z))",787.4744@5.22,4.0,C42H78NO10P,787.4744,5.22,RPNEG,536579.761240082,350484.949728027,253649.684657379,367511.157016907,430185.148629517,366518.947064117,507686.01247467,347695.548338989,411490.545215698,429836.049007904,477968.162737182,295618.081609955,365809.337210053,431738.742550354,435628.086061737,315136.517589966,345293.611568054,373526.098382141,586462.666533692,330193.403898072,384952.185707671,488412.265582947,539869.437524048,371932.817353576
PS(18:0/20:0),819.594@7.53,4.0,C44H86NO10P,819.594,7.53,RPNEG,913103.251068787,374524.671460999,477676.275341614,457171.447176178,611026.020268189,661174.098634949,836898.775398254,722969.777363068,702505.634654175,624790.114341736,853507.436663391,475052.003790833,448032.306701401,473586.155029098,622079.37561377,568462.092283417,455731.88179158,474618.229556305,797478.08337201,620473.771785675,483652.657516601,607617.233113831,672217.795325104,658641.350537948
"PS(18:0/20:3(8Z,11Z,14Z))",813.5039@5.36,4.0,C44H80NO10P,813.5039,5.36,RPNEG,828596.69864807,573787.232383911,502992.807747925,586143.909023163,660195.531857483,610244.003114991,798866.311408814,570691.359375916,643173.491687255,717867.750319245,801432.828814452,481599.641743714,640785.10526419,868281.367151673,829460.603171538,622155.644989563,567352.678361449,651363.744816376,931380.1368313,612383.564407105,609555.41899054,825446.350788817,795073.042598908,629911.121775178
"PS(18:0/20:4(5Z,8Z,11Z,14Z))",811.5337@7.27,4.0,C44H78NO10P,811.5337,7.27,RPNEG,301546.323938232,166503.87535907,160329.576998077,160503.005895111,131370.121319367,394375.70919635,392863.674434998,181378.833534241,209073.222924866,382452.991808837,459820.590318726,208860.397201263,172595.911284058,218151.29920636,502158.924840576,318146.393991669,177437.699223755,227629.412708191,176438.962609131,197678.196152466,180447.243151123,191219.245880096,277833.268932449,184840.165447601
"PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",835.5286@5.4,4.0,C46H78NO10P,835.5286,5.4,RPNEG,440713.759645995,201714.496210602,98758.6864981385,177238.432308228,131937.860231873,212069.80116864,447441.865190033,157701.107436523,147022.561926147,461115.501705872,531008.416417663,158714.98961676,137600.111498199,192536.81307666,388452.047619018,136072.757369568,133805.402820526,240461.969038452,270095.049422516,177411.571302063,200156.268088013,272327.711333984,561232.929658997,134520.374474243
"PS(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",809.5175@6.6,4.0,C44H76NO10P,809.5175,6.6,RPNEG,111339.405458313,52586.0530168457,53825.5735332185,56932.6750439759,50948.1011537933,164672.874161865,129438.710198242,61476.3860703737,83339.6550271608,173327.265748108,180810.825368103,82021.4113295289,44844.0674238892,78780.7903934325,172564.788992584,122934.290923981,50638.1398275148,83626.3056935425,51480.5171715698,64784.7223128356,69428.1722465821,66076.9147575989,85127.4858594056,65151.2906677246
"PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",833.5327@5.41,4.0,C46H76NO10P,833.5327,5.41,RPNEG,707540.107961608,322992.731159759,176646.89662796,271925.14803769,203475.092082062,336057.091388581,738352.526338624,248482.772645111,222356.141006652,780869.411204408,882754.076501617,250179.100183746,216371.404809051,309230.517325196,652296.366861114,206337.651309265,208802.517307312,386290.702742524,442138.009591888,289437.572443756,303233.676260071,431940.221414123,929672.679200532,214319.241628448
"PS(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",831.5045@6.2,4.0,C46H74NO10P,831.5045,6.2,RPNEG,358975.200170807,193657.385244049,208806.814423752,112493.609999756,114398.728015015,208420.336686096,412511.007816315,223128.879361038,94694.6039630888,184914.976052918,385049.094790709,204020.452564438,174767.068708008,269295.242550751,465753.117419434,243219.341353699,161411.93270224,169239.60646254,201064.06223407,213479.323713715,127313.622749527,213086.864808563,230786.653917389,207350.786645081
"PS(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",857.5181@5.33,4.0,C48H76NO10P,857.5181,5.33,RPNEG,677190.379830811,456094.907213379,306282.187567444,427819.473680969,510956.171503358,487069.199958557,679858.952572266,559406.83191153,479140.570791992,881726.281483033,788907.842049681,567571.27718689,408261.354582428,486595.956110596,548423.607632629,365763.419060577,443873.884077667,397719.791211181,603130.785804138,544256.213276429,556705.094562683,647618.478821166,953936.206790895,513016.701608154
"PS(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",855.4955@5.22,4.0,C48H74NO10P,855.4955,5.22,RPNEG,301205.383750763,210264.727291657,161717.89734845,225546.051142456,258062.832442444,214391.805567535,307541.912139953,213401.820094788,250010.585537048,263630.34724823,274336.223772094,183574.721078247,220856.279625397,251225.283217255,263369.004551117,191005.339738922,199115.466148956,232634.596256195,347871.580722107,201093.834737427,229984.727058166,284799.273561829,317423.413482605,221088.948150665
"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",879.5229@7.27,4.0,C50H74NO10P,879.5229,7.27,RPNEG,311964.637240357,174844.021713501,185143.701242065,164179.690607056,161489.598477295,322725.116261719,274276.858072022,198997.095749756,204309.105643067,254902.139014282,342322.142598755,195698.981735962,176810.082838745,204132.916612671,338757.566635864,291187.412314087,189811.850421814,191891.344946411,199622.814080444,196841.526003174,176279.471071533,208732.647511352,209168.473533142,171898.929830811
GlcCer (d38:1) [M+HAc-H]-,815.646@8.18,3.0,,815.646,8.18,RPNEG,25338.3489705811,21627.9077329255,16541.3610739136,25616.5754742432,24554.8865206909,22032.4920527649,25155.9356521606,21832.0695080567,26237.223921051,21668.6508732605,21234.5736442262,16401.6651239014,24139.328606186,24034.9773385315,21476.4821823883,19385.4536024475,25197.2249000549,17060.6124310302,23267.0751242065,16580.1942114258,26704.9064256287,22867.0052763672,29041.1502916718,22312.0539935303
GlcCer (d40:1) [M+HAc-H]-,843.6788@8.89,3.0,,843.6788,8.89,RPNEG,111468.911566315,79014.0755970934,74874.5434779661,111618.45733278,107850.979615416,76933.1804435728,101857.720003395,88918.8316092732,123345.775622362,76149.4770535008,97163.8869422913,68350.3900258863,109230.916662032,84747.0551267049,95146.4414248479,82599.1862719268,102439.176309264,67536.4052730333,106644.962547385,58727.9532250231,126994.298531406,80953.6289326479,112187.198569185,94519.6935096437
GlcCer (d40:1) [M+Na]+,806.6286@7.89,3.0,,806.6286,7.89,RPPOS,1122463.59307371,812369.124096344,596521.341734306,755017.551062252,820108.169052744,856228.970755913,1173388.84341895,666400.773594988,827829.36785618,1129207.04479673,943128.109953448,562659.914636181,865155.696572145,1301181.9825505,1012274.47542303,795054.840057862,719645.384265011,903290.030699322,1091983.59809761,667675.435258792,812779.22815341,1243067.34301431,1130909.96234188,741233.831859191
GlcCer (d41:1) [M+HAc-H]-,857.6688@7.83,3.0,,857.6688,7.83,RPNEG,1714812.64184253,1029491.43180591,891974.973996825,1018944.45646167,1042472.6399458,1105309.02560913,1565614.75564063,1061441.39086426,1103958.03883301,1168505.65809033,1491669.74099487,843011.833897461,1110689.92470142,1596201.09533398,1674733.42761768,1177693.79452515,1055270.8101936,1063011.79039111,1563843.634198,1058238.12506836,1016599.04513306,1383809.47237305,1409814.74884473,1208730.66260498
GlcCer (d42:1) [M+H]+,811.6647@7.89,3.0,,811.6647,7.89,RPPOS,1613362.46391016,872768.004067871,764762.336330749,921361.837567138,880781.609369263,1024141.43913501,1481900.64780298,904728.900963623,959881.668717285,1004636.43432153,1270532.03269641,698513.162754883,1052018.53810901,1410066.73258887,1520515.14401953,1016872.64304394,912484.608729858,1014515.35884241,1406612.73073718,932924.8707948,855130.090658081,1236310.19366846,1395110.42497827,988325.072384277
GlcCer (d42:1) [M+HAc-H]-,871.6858@8.25,3.0,,871.6858,8.25,RPNEG,34090.9279416504,24392.8226107788,26855.904905548,35763.7211300965,38688.8729364013,26752.8976332704,27381.2020675661,36722.6728146513,31725.1489779666,23476.2368058776,33409.6647567748,20942.2827340391,21816.7045370483,29852.8884123231,40636.4901428222,21455.9512016295,23913.4276644898,24577.2587846679,39100.9354444888,23344.8400798037,20675.0721437073,33718.4140646365,33397.198474579,33218.1199539794
GlcCer (d42:1) [M+Na]+,834.6594@8.56,3.0,,834.6594,8.56,RPPOS,2203603.55151209,1266317.20405795,1119697.9201406,1220871.91481407,1202922.94407248,1441506.50693707,2598391.66874609,1337185.97898184,1263283.19067874,1741038.11459684,1819203.27667682,1062407.17233264,1469288.28511548,2616294.83036784,2550399.5207356,1516798.38369018,1121322.56083041,1484776.19159503,1917693.52602646,1058579.78379443,1264325.77645924,1753913.29650858,1970692.69400348,1389141.7664763
GlcCer (d42:2) [M+H]+,809.6478@8.57,3.0,,809.6478,8.57,RPPOS,427993.571830887,345424.571088119,311863.605562027,324307.126074127,338368.069960663,394931.125337783,557051.642917266,334740.602078652,362658.380673233,479324.908028168,434363.621224983,261380.892330055,391780.858266738,697536.358461287,512660.867557206,396829.713819656,320021.41977317,365012.546650009,394571.692564056,229111.134198021,397925.620765259,480050.213477449,426458.373423141,287693.504821884
GlcCer (d42:2) [M+Na]+,832.644@7.89,3.0,,832.644,7.89,RPPOS,1307158.5111275,707437.006646477,528336.579858089,730816.811349086,752240.233606201,765183.869505375,1292057.72715806,643500.581182701,728406.695208068,848553.241948494,1031212.61578697,549511.950226726,815394.844551988,1172967.25261323,1249042.88159037,745550.762783859,655352.641995632,826702.570013436,1241492.97348576,712965.044588944,710774.367771427,974494.905193298,1212468.58190758,767219.00234164
Cholesterol [M-H2O+H]+,368.345@6.12,,,368.345,6.12,RPPOS,2628560.38627664,2234407.33061712,2147572.3811195,2219472.33414399,2279059.07873248,2515495.56496741,2341223.5847829,2160053.17893536,2220670.82069028,2204234.23750156,2347418.39781256,2024004.47405139,2391974.10272467,2408723.12311002,2392911.00990692,2344853.88745703,2306074.65812225,2270751.85701361,2256100.72486172,2277758.80911182,2216505.14339783,2402008.60745721,2253562.06732816,2137450.39035217
