human_gene,CD4_T,CD8_T,other_T,B,NK,CD14_Mono,CD16_Mono,DC,other,GeneLab,skin,skin_IE,skin_OD,skin_OE,skin_VA,JAXA.cfRNA.pval,NASA_multi_CD19,NASA_multi_CD4,NASA_multi_CD8,NASA_multi_LD,NASA_ribo_CD19,NASA_ribo_CD4,NASA_ribo_CD8,NASA_ribo_LD,NASA_poly_CD19,NASA_poly_CD4,NASA_poly_CD8,NASA_poly_LD,CD4_T.padj,CD8_T.padj,other_T.padj,B.padj,NK.padj,CD14_Mono.padj,CD16_Mono.padj,DC.padj,other.padj,GeneLab.padj,skin.padj,skin_IE.padj,skin_OD.padj,skin_OE.padj,skin_VA.padj,JAXA.cfRNA,NASA_multi_CD19.padj,NASA_multi_CD4.padj,NASA_multi_CD8.padj,NASA_multi_LD.padj,NASA_ribo_CD19.padj,NASA_ribo_CD4.padj,NASA_ribo_CD8.padj,NASA_ribo_LD.padj,NASA_poly_CD19.padj,NASA_poly_CD4.padj,NASA_poly_CD8.padj,NASA_poly_LD.padj
RPL24,-1.934483946,-1.701659063,-1.513255095,-1.481080767,-1.232316115,-1.110078375,-1.750860379,-2.335009004,-1.048305606,-0.074079986,-0.398734391,-0.586688323,-0.234865163,-0.403179836,-0.465704579,,,,,,,,,,,,,,0.0,0.0,1.11e-114,2.22e-238,3.15e-116,1.64e-170,4.11e-51,1.15e-35,1.91e-24,0.048088779,0.060361575,0.424327929,0.401595487,0.59276051,0.294135774,,,,,,,,,,,,,
RPL35A,-0.834566367,-1.647887884,-1.507161725,-1.47485773,-1.236649981,-0.840254682,-1.564706606,-2.070804516,-1.161739496,-0.087440042,-0.298227688,-0.409034182,-0.466317673,-0.229032586,-0.126167136,,,,,,,,,,,,,,0.0,0.0,1.17e-114,2.43e-238,4.4e-116,2.03e-167,4.36e-50,1.57e-35,2.02e-24,0.017169827,0.161999177,0.584276625,0.084960627,0.780723548,0.832163676,,,,,,,,,,,,,
RPL9,-0.961887232,-1.474718062,-1.510932119,-1.490074116,-1.301296834,-0.805005873,-1.619561667,-1.921741594,-1.058122979,,-0.300497289,-0.365416596,-0.503485569,-0.007182218,-0.322778289,,,,,,,,,,,,,,0.0,0.0,2.03e-113,3.43e-238,8.1e-115,1.69e-166,6.06e-50,1.93e-35,4.3e-24,,0.254474474,0.72564855,0.124830947,0.994766701,0.565081721,,,,,,,,,,,,,
RPL34,-0.977731139,-1.798318511,-1.36365084,-1.47313613,-1.220602584,-0.738291436,-1.611032945,-2.027364639,-1.196763002,-0.116114239,-0.237443726,-0.249391592,-0.450647987,-0.152012853,-0.052335879,,,,,,,,,,,,,,0.0,0.0,2.94e-112,3.4e-237,3.6e-113,1.99e-166,1.01e-49,2.27e-35,5.63e-24,0.054770355,0.381380783,0.815076953,0.120519319,0.882702067,0.946172998,,,,,,,,,,,,,
RPS3A,-2.059511013,-1.539722049,-1.493312919,-1.493014007,-1.173621851,-0.948554553,-1.65842608,-1.967533358,-1.032986174,-0.122827275,-0.275069031,-0.438863068,-0.448400614,-0.115444018,-0.066562903,,,,,,,,,,,,,,0.0,0.0,7.39e-112,1.45e-236,2e-109,2.5e-166,1.22e-49,2.32e-35,6.8e-24,0.007221905,0.337092964,0.628702538,0.144096368,0.923635019,0.934532005,,,,,,,,,,,,,
RPL37,-1.139267474,-1.894030898,-1.470259834,-1.472798634,-1.280845185,-0.790404918,-1.652313913,-1.846899988,-1.114067152,-0.094838634,-0.431518675,-0.682117528,-0.620739049,-0.191974815,-0.180557787,,,,,,,,,,,,,,0.0,0.0,2.37e-111,6.57e-236,3.81e-108,3.44e-165,1.35e-49,2.74e-35,8.79e-24,0.092747055,0.126108911,0.345555451,0.061305009,0.858555565,0.78902415,,,,,,,,,,,,,
BTF3,-1.650231956,-1.540050197,-1.46170726,-1.458699612,-1.191348701,-0.838619388,-1.61690086,-1.991985941,-1.098844919,,-0.231802179,-0.222434143,-0.448150666,-0.05246215,-0.095775168,,,,,,,,,,,,,,0.0,0.0,3.27e-111,1.73e-235,7.77e-108,1.71e-164,1.24e-48,3.36e-35,9.63e-24,,0.367698365,0.831284038,0.110376608,0.962961155,0.888455172,,,,,,,,,,,,,
RPS23,-2.07989472,-1.842943333,-1.455912306,-1.428534714,-1.183059929,-0.847571453,-1.87838266,-2.02622843,-1.086688449,-0.098890159,-0.435244471,-0.587309634,-0.501949669,-0.286060402,-0.730308503,,,,,,,,,,,,,,0.0,0.0,3.74e-108,1.33e-233,9.7e-108,9.7e-164,1.63e-48,3.44e-35,1.09e-23,0.007747326,0.073224928,0.428196797,0.105176195,0.746414909,0.060075918,,,,,,,,,,,,,
COX7C,-1.464272619,-1.49235351,-1.443358836,-1.388592937,-1.155747545,-0.799603208,-1.524373868,-2.068228796,-1.099163687,-0.062922219,-0.27220424,-0.185390404,-0.49203665,-0.351806862,-0.038199529,,,,,,,,,,,,,,0.0,4.89e-301,3.88e-107,3.21e-220,2.3e-107,2.78e-163,3.15e-48,4.05e-35,1.81e-23,0.170298062,0.164597157,0.872478304,0.079621152,0.64013504,0.96147119,,,,,,,,,,,,,
HINT1,-1.096959664,-1.443342094,-1.423754329,-1.350803843,-1.146339355,-0.997596578,-1.536151408,-1.949639912,-1.049081398,-0.052976811,-0.286703318,-0.4837024,-0.232374222,0.098321233,-0.382249609,,,,,,,,,,,,,,0.0,4.71e-299,8.67e-106,2.19e-218,1.95e-106,1.05e-162,4.13e-48,5e-35,1.87e-23,0.121146005,0.199247518,0.558485191,,0.932451631,0.445272821,,,,,,,,,,,,,
RPS14,-1.918705461,-1.446153891,-1.406833159,-1.265405127,-1.153054821,-0.875892127,-1.685277097,-1.91708938,-1.109671508,-0.146400939,-0.451620427,-0.67068028,-0.434218685,-0.156963162,-0.625966735,,,,,,,,,,,,,,0.0,4.9e-288,2.61e-105,9.58e-216,9.68e-105,2.25e-161,1.58e-47,5.55e-35,7e-23,0.016167061,0.112069187,0.497327954,0.233234033,0.911373446,0.251970222,,,,,,,,,,,,,
RACK1,-1.109561529,-1.366182272,-1.396107278,-1.38381113,-1.103528646,-0.828808282,-1.699353535,-1.938253817,-0.871345964,-0.106477997,-0.468220576,-0.786228158,-0.487184506,-0.12212007,-0.187084551,,,,,,,,,,,,,,0.0,1.37e-284,1.34e-102,3.56e-213,3.62e-99,6.47e-161,4.85e-47,6.18e-35,1.34e-22,0.026821662,0.095842774,0.334907514,,0.930638623,0.809749605,,,,,,,,,,,,,
HLA-A,-1.448506892,-1.374460863,-1.325429261,-1.289806613,-1.133111514,-0.808979211,-1.489298742,-1.926255057,-1.164489024,,-0.741959211,-0.798265805,-0.813740519,-0.623833409,-0.378625507,0.009015997,,,,,,,,,,,,,0.0,9.52e-283,3.38e-99,1.36e-210,9.23e-98,5.62e-159,5.07e-47,1.14e-34,1.5e-22,,0.026809091,0.384804897,0.055452135,0.494217716,0.61387189,-2.379466626,,,,,,,,,,,,
HLA-C,-0.933132228,-1.417341945,-1.363968993,-1.298444632,-1.05649532,-1.228283703,-1.588787224,-1.875396172,-1.011775794,,-0.176245555,-0.135842522,-0.399586231,0.109535455,-0.015370698,0.04093071,,,,,,,,,,,,,0.0,1.42e-279,5.52e-99,6.1e-209,2.1e-96,3.33e-158,1.69e-46,2.05e-34,1.63e-22,,0.495774161,0.908388272,0.143182923,0.918900773,0.984597596,-1.819077484,,,,,,,,,,,,
HLA-B,-1.090224592,-1.355640387,-1.312774087,-1.301044476,-1.103891797,-0.885198133,-1.447188163,-1.874782216,-0.95786546,,-0.828626921,-0.734039118,-0.923911273,-0.931844544,-0.975333936,0.039957811,,,,,,,,,,,,,0.0,9.82e-278,5.28e-94,5.34e-206,1.09e-93,7.21e-157,3.73e-46,2.22e-34,1.86e-22,,0.016334208,0.543293672,0.054308713,0.302930166,0.097073004,-1.930134927,,,,,,,,,,,,
LTB,-1.107959641,-1.442669539,-1.292098541,-1.308718257,-1.075937021,-0.811052386,-1.465848269,-1.865726249,-1.014370496,-0.128018871,-0.003475789,-0.526983178,0.207698646,-0.419668883,0.405898941,,,,,,,,,,,,,,0.0,2.9e-273,1.38e-93,4.29e-205,1.13e-93,2.1e-154,4.62e-46,2.24e-34,1.89e-22,0.451234252,0.99386784,0.615544732,,0.619826494,0.351299154,,,,,,,,,,,,,
RPS18,-1.137231003,-1.397149848,-1.250716365,-1.29526581,-1.077906715,-1.060824722,-1.466387886,-1.83461688,-1.001367019,-0.092179396,-0.34769766,-0.40850756,-0.661785411,-0.265895269,-0.097785221,,,,,,,,,,,,,,0.0,5.94e-272,1.75e-93,1.61e-204,1.62e-92,5.8e-153,4.67e-46,2.34e-34,1.93e-22,0.223896753,0.188632134,0.648158102,0.051722096,0.773289634,0.894516693,,,,,,,,,,,,,
RPS10,-1.938251077,-1.320166234,-1.13577435,-1.327761329,-1.078576211,-0.719093752,-1.506594904,-2.003782703,-0.889561454,-0.088665453,-0.330772671,-0.354861428,-0.514784246,-0.262655222,-0.15487824,,,,,,,,,,,,,,0.0,5.93e-269,6.36e-91,4.45e-204,2.67e-92,4.46e-150,1.04e-45,3.25e-34,2.43e-22,0.145606497,0.191353572,0.694271268,0.084960627,0.760910944,0.802898849,,,,,,,,,,,,,
RPL10A,-1.604857584,-1.33599093,-1.215690105,-1.259017713,-1.068640824,-0.816772368,-1.275759863,-1.810442175,-0.97288514,-0.096686548,-0.433288362,-0.589184094,-0.44127982,-0.459797144,-0.243646807,,,,,,,,,,,,,,0.0,1.81e-265,3.08e-88,1.5e-198,3.39e-91,2.14e-149,1.22e-45,5.18e-34,2.6e-22,0.038825911,0.09172045,0.504775154,0.179235337,0.59276051,0.707041852,,,,,,,,,,,,,
EEF1A1,-1.379614227,-1.365905943,-1.266544415,-1.242216199,-1.061797994,-0.834357541,-1.467625879,-1.933305156,-0.847464932,,,,,,,,,,,,,,,,,,,,0.0,1.07e-263,5.85e-88,2.75e-198,1.67e-90,1.84e-148,3.14e-45,7.6e-34,2.46e-21,,,,,,,,,,,,,,,,,,,
RPS12,-0.924439289,-1.307762665,-1.228749837,-1.252481454,-0.895945805,-0.753079079,-1.532203695,-1.904514578,-0.967340481,-0.068935059,-0.494061357,-0.655860792,-0.506299806,-0.529279654,-0.360730063,,,,,,,,,,,,,,0.0,2.07e-262,2.19e-87,5.88e-197,7.78e-90,1.57e-142,3.3e-45,1.05e-33,8.87e-20,0.223010109,0.091623933,0.417479495,0.126588762,0.486475401,0.523144834,,,,,,,,,,,,,
ACTB,-1.42936486,-1.341336969,-1.239664304,-1.25115545,-1.32893376,-0.702348951,-1.403568517,-1.769657774,-0.900974695,0.078991954,,,,,,,,,,,,,,,,,,,0.0,3.53e-259,7.89e-87,1.93e-196,9.72e-87,2.1e-142,6.37e-45,1.49e-33,1.45e-18,0.082925844,,,,,,,,,,,,,,,,,,
TOMM7,-1.662755257,-1.335502016,-1.170931312,-1.259381777,-1.013095952,-0.823227504,-1.46282597,-1.811374153,-0.889023035,-0.082866133,-0.203779811,-0.476857532,-0.086473664,-0.373471794,0.045408847,,,,,,,,,,,,,,0.0,7.94e-259,2.33e-84,2.31e-194,7.31e-86,6.68e-142,2.44e-44,3.1e-33,3.08e-18,0.008773511,0.349917109,0.554197238,,0.624771897,0.951613321,,,,,,,,,,,,,
RPS20,-1.478034745,-1.283705472,-1.20195128,-1.336413951,-1.011576126,-0.72526493,-1.74265382,-1.805077346,-1.080860106,-0.124887815,-0.329029375,-0.578899186,-0.447172918,0.00429797,-0.37457892,,,,,,,,,,,,,,0.0,1.59e-255,9.32e-84,2.11e-191,9.71e-86,3.53e-141,4.14e-44,3.48e-33,1.16e-17,4.31e-05,0.149205376,0.433571996,0.132345027,0.996211233,0.433718546,,,,,,,,,,,,,
RPL7,-1.309849091,-1.386505446,-1.180274636,-1.096833682,-0.998216445,-0.782148394,-1.373270434,-1.815941762,-0.911720673,-0.08597671,-0.148518718,-0.204737704,-0.527742321,-0.179737767,0.368075613,,,,,,,,,,,,,,0.0,2.71e-253,1.37e-83,1.51e-188,3.58e-84,4.74e-141,6.2e-44,3.89e-33,3.45e-17,0.001461514,0.634040267,0.85821964,0.074305595,0.852835366,0.416228441,,,,,,,,,,,,,
RPL30,-2.162021856,-1.266797629,-1.164455946,-1.200751995,-0.991727131,-0.71230531,-1.42902073,-1.812347636,-0.936302692,-0.083275201,-0.442467257,-0.633230848,-0.592715043,-0.042611179,-0.584976008,,,,,,,,,,,,,,0.0,1.09e-248,2.46e-83,5.57e-188,2.28e-82,6.02e-141,1.42e-43,6.6e-33,3.63e-17,0.015222789,0.095842774,0.43143132,0.088624663,0.973519993,0.223983075,,,,,,,,,,,,,
PABPC1,-0.898825498,-1.272018109,-1.153568068,-1.224208814,-0.999536764,-0.719681576,-1.348077118,-1.877784107,-0.91198059,,-0.768125405,-0.890249762,-0.931606258,-0.606797869,-0.630100249,,,,,,,,,,,,,,0.0,6.6e-247,4.3e-81,3.55e-187,2.75e-82,4.97e-139,4.91e-43,6.95e-33,7.89e-17,,0.001944737,0.260486411,0.029552069,0.474674978,0.227021216,,,,,,,,,,,,,
EEF1D,-0.82748789,-1.256409427,-1.182621602,-1.210834979,-0.966161813,-0.706449613,-1.40939735,-1.74399025,-0.859470462,-0.036324722,-0.425679633,-0.778204523,-0.362207212,-0.150664318,-0.433719341,,,,,,,,,,,,,,0.0,6.69e-246,1.29e-80,3.7e-186,5.22e-81,4.91e-138,5.08e-43,9.86e-33,9.34e-17,0.538544725,0.044762531,0.172561707,0.180095798,0.880791955,0.30549948,,,,,,,,,,,,,
RPL8,-1.525684268,-1.264712383,-1.111433275,-1.215392662,-0.939132588,-0.876199244,-1.293998185,-1.691515458,-0.900674073,-0.084161145,-0.685243909,-0.555497164,-0.541837816,-0.928914697,-1.036588066,,,,,,,,,,,,,,0.0,4.65e-243,2.32e-79,5.63e-186,1.23e-77,7.3e-135,5.69e-42,1.22e-32,2.17e-16,0.363077977,0.014564885,0.582909915,0.136673321,0.162587957,0.02086643,,,,,,,,,,,,,
RPS6,-1.454079869,-1.262800648,-1.121515438,-1.19230177,-0.969107325,-0.694498982,-1.360959221,-1.694958577,-0.865166068,-0.107585957,-0.408875713,-0.556289818,-0.480400447,-0.218166459,-0.509091298,,,,,,,,,,,,,,0.0,8.96e-239,2.63e-79,3.47e-183,2.47e-77,5.11e-134,6.32e-42,1.25e-32,6.05e-16,0.000844,0.151259359,0.504775154,0.13026745,0.841735485,0.284435274,,,,,,,,,,,,,
RPL35,-1.67378143,-1.234878996,-1.141214744,-1.173586438,-0.960149638,-0.675130122,-1.291737713,-1.837262913,-0.937093302,-0.070514903,-0.462906883,-0.67714918,-0.631671012,-0.252078434,-0.376081607,,,,,,,,,,,,,,0.0,3.49e-238,3.26e-79,4.46e-177,4.7e-77,5.3e-134,7.29e-42,1.41e-32,7.3e-16,0.34711987,0.049061481,0.292755026,0.051722096,0.780195857,0.416782291,,,,,,,,,,,,,
RPL35,-1.67378143,-1.234878996,-1.141214744,-1.173586438,-0.960149638,-0.675130122,-1.291737713,-1.837262913,-0.937093302,-0.090101255,-0.462906883,-0.67714918,-0.631671012,-0.252078434,-0.376081607,,,,,,,,,,,,,,0.0,3.49e-238,3.26e-79,4.46e-177,4.7e-77,5.3e-134,7.29e-42,1.41e-32,7.3e-16,0.233617905,0.049061481,0.292755026,0.051722096,0.780195857,0.416782291,,,,,,,,,,,,,
RPL12,-1.27352183,-1.203733258,-1.119104897,-1.163838385,-0.793039031,-0.68519396,-1.370175092,-1.695320982,-0.855417163,-0.091947509,-0.270409003,-0.301095717,-0.512222505,-0.110565903,-0.045439848,,,,,,,,,,,,,,0.0,2.78e-230,1.1e-78,1.17e-176,1.41e-76,1.76e-131,7.84e-42,1.49e-32,7.95e-16,0.036206146,0.289263663,0.739565602,0.074305595,0.917063702,0.952529992,,,,,,,,,,,,,
RPL7A,-1.859214619,-1.209575906,-1.068342834,-1.12665236,-0.957077898,-0.661686284,-1.344341903,-1.698057014,-0.839869266,-0.091704867,-0.2556915,-0.41145748,-0.477633991,-0.161688732,0.037321837,,,,,,,,,,,,,,0.0,2.2e-229,4.74e-77,1.04e-173,1.22e-75,3.31e-131,1.09e-41,6.19e-32,1.96e-15,0.110904226,0.331440043,0.600728514,0.089326011,0.864917765,0.962076029,,,,,,,,,,,,,
RPS24,-1.386372273,-1.19963614,-1.118299104,-1.145645908,-0.997059795,-0.680471302,-1.220500261,-1.844213849,-0.871425958,,-0.167680336,-0.180001405,-0.555872719,-0.132961414,0.103751011,,,,,,,,,,,,,,0.0,4.28e-229,7.42e-77,3.28e-171,1.45e-74,2.54e-128,3.79e-41,9.08e-32,2.79e-15,,0.586805666,0.887984957,0.084960627,0.911707532,0.889629651,,,,,,,,,,,,,
RPLP2,-1.758898247,-1.163703988,-1.108389622,-1.093340754,-0.920202725,-0.681841015,-1.437508072,-1.663276721,-0.795412162,-0.075540371,-0.62410872,-0.67908507,-0.328730903,-0.737406814,-0.833474359,,,,,,,,,,,,,,0.0,9.05e-228,2.71e-76,5.29e-164,1.15e-72,4.48e-125,7.01e-41,1.7e-31,3.91e-15,0.339328224,0.003771323,0.424327929,0.315632223,0.298025101,0.052285224,,,,,,,,,,,,,
RPL27A,-1.668353642,-1.152718098,-1.41364221,-1.114998989,-0.9069529,-0.665607302,-1.341067514,-1.557378365,-0.887310007,,-0.402076082,-0.508565845,-0.485009892,-0.29128784,-0.41717705,,,,,,,,,,,,,,0.0,8.84e-225,4.02e-76,9.45e-164,3.82e-72,4.9e-125,1e-40,2.46e-31,4.58e-15,,0.179335555,0.65293139,0.191170345,0.819177426,0.51094557,,,,,,,,,,,,,
RPS13,-2.043297536,-1.109774759,-0.989898805,-1.107086589,-0.913779953,-0.657095668,-1.331522369,-1.579950519,-0.86283163,-0.119739605,-0.275668962,-0.462896002,-0.458341752,-0.206082502,-0.047369026,,,,,,,,,,,,,,0.0,3.86e-216,1.54e-73,3.58e-163,5.09e-71,1.92e-124,1.17e-40,4.59e-31,2.13e-14,0.001489662,0.219605331,0.528687917,0.105176195,0.826525849,0.949611547,,,,,,,,,,,,,
EEF1G,-1.322045102,-1.126707114,-1.100228289,-1.162165434,-0.91402311,-1.030116451,-1.225017637,-1.592046905,-0.802756627,0.002471598,-0.42700399,-0.564286258,-0.517336288,-0.306613999,-0.437890731,,,,,,,,,,,,,,0.0,8.22e-213,4.8e-73,1.29e-162,5.94e-71,2.46e-124,1.38e-40,5.34e-31,1.41e-13,0.972331755,0.134174383,0.543606419,0.135393625,0.769145401,0.440165544,,,,,,,,,,,,,
FAU,-1.41624387,-1.067099454,-1.11415805,-1.088631262,-0.898503266,-0.628400044,-1.287940907,-1.597621672,-0.856814877,-0.089751059,-0.518937315,-0.498241427,-0.469289594,-0.724912434,-0.357842324,,,,,,,,,,,,,,0.0,2.57e-210,1.61e-72,9.5e-162,2.91e-69,3.04e-124,3.62e-40,8.52e-31,6.91e-13,0.089893852,0.008195521,0.512523105,0.126195964,0.165663791,0.457442812,,,,,,,,,,,,,
CFL1,-1.346069789,-1.096703211,-1.1091891,-1.058384804,-0.944496686,-0.708565776,-1.237970684,-1.453157005,-0.895974868,0.052088073,-0.537582199,-0.696216931,-0.585423912,-0.230594232,-0.648976079,,,,,,,,,,,,,,0.0,2.12e-205,5.83e-72,2.77e-161,3.04e-69,3.67e-124,6.45e-40,7.53e-30,4.16e-12,0.22366398,0.004388468,0.217216226,0.051722096,0.780723548,0.074033003,,,,,,,,,,,,,
RPS3,-1.764796125,-1.089726722,-1.016554808,-1.102320254,-0.865314646,-0.611751043,-1.22144138,-1.469614252,-0.811640503,-0.126547293,-0.515352553,-0.586221375,-0.670075968,-0.682309486,-0.238346558,,,,,,,,,,,,,,0.0,2.01e-204,6.96e-72,3.95e-160,9.6e-69,2e-123,1.58e-39,4.31e-29,4.46e-12,0.005923247,0.08337258,0.51670639,0.067390715,0.338252653,0.728574709,,,,,,,,,,,,,
CD3D,-0.90091823,-1.095274544,-1.082951665,-1.095111413,-0.905493132,-0.697253169,-1.307237252,-1.46378986,-0.792076905,-0.484396411,-0.031533599,0.247987796,0.015778596,-0.104969616,-0.483850498,,,,,,,,,,,,,,0.0,1.98e-203,3.91e-71,6.13e-160,1.92e-68,4.54e-123,2.36e-39,9.58e-29,7.51e-12,0.006058814,0.934725058,0.8411018,,0.932453099,0.362565907,,,,,,,,,,,,,
RPS25,-0.963202406,-1.143640052,-1.08566957,-1.058175667,-0.902194549,-0.644173703,-1.246063165,-1.530783726,-0.727290025,,-0.312709014,-0.282835367,-0.246910659,-0.494727765,-0.364924742,,,,,,,,,,,,,,0.0,8.2e-201,5.88e-71,5.38e-158,2.9e-68,3.57e-120,2.48e-39,1.31e-28,3.77e-11,,0.239361976,0.820113839,0.452751366,0.553340527,0.528801113,,,,,,,,,,,,,
PFDN5,-1.061123727,-1.040159891,-1.086645714,-1.077241011,-0.920852687,-0.696217362,-1.225285352,-1.510985781,-0.902238014,-0.109779511,-0.275036674,-0.14208769,-0.431758583,-0.835452454,-0.088844094,,,,,,,,,,,,,,0.0,8.43e-193,7.74e-71,1.32e-155,2.02e-67,1.94e-119,4.38e-39,1.48e-28,5.83e-11,0.027564815,0.284638695,0.922366498,,0.255870829,0.910823845,,,,,,,,,,,,,
RPS26,-1.34979396,-1.096819543,-1.181870751,-1.054404339,-0.865997114,-0.655262558,-1.44274102,-1.428959876,-0.683662593,-0.105943502,-0.280298557,-0.535802304,-0.405534471,-0.000462109,-0.139280041,,,,,,,,,,,,,,0.0,4.55e-192,3.53e-70,3.15e-155,8.44e-67,7.92e-118,9.96e-39,1.69e-28,6e-11,0.175315327,0.24360546,0.451576859,0.13592823,0.999147261,0.820798522,,,,,,,,,,,,,
RPL41,-1.66871799,-1.039291411,-1.050829425,-1.057720994,-0.843377014,-0.651837611,-1.281681712,-1.487780865,-0.765986769,,-0.347660582,-0.456917996,-0.488329013,-0.177318388,-0.329153369,,,,,,,,,,,,,,0.0,6.01e-191,1.28e-69,2.39e-152,2.87e-63,2.37e-116,1.22e-38,1.74e-28,9.99e-11,,0.183074882,0.604446868,0.119666342,0.86777501,0.532430913,,,,,,,,,,,,,
MYL6,-1.305312432,-1.077227291,-1.058696548,-0.972389561,-0.856984591,-0.665054805,-1.358617746,-1.388668357,-0.784349276,-0.024567153,-0.704470778,-0.37813574,-0.488749148,-0.23006171,-1.069841067,,,,,,,,,,,,,,0.0,3.15e-189,3.84e-69,1.89e-142,7.68e-62,7.23e-116,1.22e-38,1.77e-28,1.36e-10,0.678071576,0.021740153,0.756884926,0.179235337,0.856379823,0.008613281,,,,,,,,,,,,,
NACA,-1.739735456,-1.032956881,-1.033191309,-1.000691715,-0.828874082,-0.64586347,-1.263629454,-1.40194761,-0.736576918,-0.110699751,-0.372808942,-0.814329177,-0.551941065,-0.15029234,-0.029876147,,,,,,,,,,,,,,0.0,1.56e-185,1.14e-67,4.3e-141,2.05e-61,9.88e-114,8.8e-38,1.51e-27,1.43e-10,9.21e-05,0.128244167,0.217216226,0.089698506,0.897090536,0.973675911,,,,,,,,,,,,,
BTG1,-1.674936227,-1.012598272,-1.12813967,-0.976568668,-0.800951621,-0.615242178,-1.185819089,-1.561324079,-0.548420131,0.000124,-0.34335637,-0.244145945,-0.165903315,-0.402053228,-0.542744946,,,,,,,,,,,,,,0.0,5.29e-184,5.35e-67,4.24e-137,1.1e-59,3e-113,2.33e-37,1.8e-27,7.63e-10,0.998779534,0.155781036,0.810325401,,0.632369258,0.222457215,,,,,,,,,,,,,
RPL6,-1.133656453,-0.995817168,-1.038199546,-0.938165011,-0.81321482,-0.849371404,-1.181463487,-1.402270563,-0.698760862,-0.058003745,-0.266530732,-0.282347593,-0.448730192,-0.284377549,-0.032146918,,,,,,,,,,,,,,0.0,2.68e-181,1.21e-66,3.12e-129,6.08e-59,4.68e-113,3.34e-37,3.18e-27,5.01e-09,0.153778985,0.298847903,0.773837359,0.118751774,0.725881955,0.970144197,,,,,,,,,,,,,
RPLP0,-1.808763162,-1.027322487,-1.017033966,-0.962060597,-0.851553372,-0.634325774,-1.185362002,-1.468608142,-0.732857673,,-0.472663119,-0.734538513,-0.359556495,-0.41393098,-0.419115773,,,,,,,,,,,,,,0.0,2.93e-181,6.6e-66,1.05e-127,2.07e-58,1.13e-110,5.83e-37,3.35e-27,5.44e-09,,0.122699971,0.292755026,0.251271118,0.615809952,0.444898923,,,,,,,,,,,,,
UBC,-1.683347214,-1.003699918,-1.057357913,-0.920039237,-0.793993476,-0.681042072,-1.162008617,-1.496844663,-0.530753834,0.137894565,,,,,,,,,,,,,,,,,,,0.0,9.18e-181,6.64e-66,1.62e-126,3.62e-58,8.56e-110,3.22e-36,3.67e-27,6.97e-09,0.026489025,,,,,,,,,,,,,,,,,,
RPL21,-1.555689401,-0.94402817,-1.021416242,-0.912432738,-0.794926128,-0.633873974,-1.166546486,-1.372925841,0.538701056,,-0.196940951,-0.269049319,-0.484501226,0.082741881,0.019190703,,,,,,,,,,,,,,0.0,6.27e-175,7.24e-65,5.35e-126,2.29e-57,9.53e-110,5.87e-36,6.67e-27,7.54e-09,,0.498510556,0.79854954,0.103434671,0.94529807,0.980558749,,,,,,,,,,,,,
TPT1,-1.976129235,-0.973512531,-1.011156487,-0.867588603,-0.80385147,-0.540370298,-1.226595005,-1.343097335,-0.557257968,-0.047521729,,,,,,,,,,,,,,,,,,,0.0,4.94e-173,1.42e-64,1.27e-125,8.14e-57,3.24e-109,1.14e-35,1.81e-26,4.43e-08,0.212036771,,,,,,,,,,,,,,,,,,
RPS29,-1.771309579,-0.963687745,-0.983751312,-0.936058528,-0.800230143,-0.559478088,-1.133921145,-1.309263469,-0.61788813,-0.052278816,-0.156088914,-0.245110164,-0.373830887,0.035404514,-0.012910138,,,,,,,,,,,,,,0.0,5.54e-173,9.22e-64,8.1e-125,4.79e-56,1.58e-108,1.46e-35,5.31e-26,8.95e-07,0.438638906,0.577950534,0.806563051,0.163825343,0.973389875,0.985806151,,,,,,,,,,,,,
RPL36AL,-1.276483341,-0.975666108,-1.01037125,-0.91376683,-0.807099393,-0.60609539,-1.177125852,-1.330777588,-0.494054027,0.019634179,0.07022415,-0.154330201,0.018129474,0.37324422,-0.028360057,,,,,,,,,,,,,,0.0,6.75e-173,2.68e-63,1.63e-124,6.99e-56,2.55e-108,3.52e-35,6.94e-26,1.44e-06,0.928114732,0.800542439,0.902026884,,0.563080771,0.971129363,,,,,,,,,,,,,
CALM1,-1.98829824,-0.969589407,-0.972592723,-0.957744076,-0.756969321,-0.571870623,-1.181104801,-1.297528392,-0.636849847,0.009996072,-0.392167768,-0.356059131,-0.037905422,0.155326328,-0.915247192,,,,,,,,,,,,,,0.0,2.4e-166,2.74e-61,2.81e-122,2.08e-55,2.73e-108,7.55e-35,1.09e-25,6.28e-06,0.823566702,0.208942613,0.765746759,,0.904828752,0.015776949,,,,,,,,,,,,,
HSP90AA1,-1.22454412,-0.892675906,-1.00357883,-0.957202362,-0.878715234,-0.558644383,-1.160106489,-1.317507891,-0.507204473,-0.010954484,-0.108328585,-0.142777035,-0.410084836,0.088339397,0.099520564,,,,,,,,,,,,,,0.0,5.94e-153,2.22e-58,1.71e-119,2.54e-54,5.65e-107,1.45e-34,1.51e-25,9.31e-05,0.894122542,0.695604986,0.901103303,0.135393625,0.93323836,0.879219982,,,,,,,,,,,,,
