metabolite,logFC,AveExpr,t,pval,adj_pval,B,contrast,comparison
TG (48:4) [M+NH4]+,-0.283816136812966,7.13549589785127e-16,-0.771166781059577,0.445333012091225,0.843705158792178,-5.76826124302582,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(42:6),0.208765838644224,-6.26813415986286e-16,0.769295474212195,0.446429702204172,0.843705158792178,-5.76963784664658,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
SM(d42:2),0.268774022896932,4.72480850740216e-15,0.769239778131783,0.446462367684184,0.843705158792178,-5.76967876916752,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
FA (16:0) [M-H]-,0.33824713447284,-3.07046055247895e-15,0.76734362158839,0.447575297651948,0.843705158792178,-5.7710702533054,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(36:7),0.245550702296719,0.136588976159498,0.759719652680659,0.452066623210793,0.846975070375689,-5.77663149406701,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC (38:2) [M+H]+,0.217934209139616,1.0125002688118e-15,0.758622284031241,0.452715263303658,0.846975070375689,-5.77742753237669,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Palmitoylcarnitine,-0.267097666600806,3.14729434643575e-15,-0.757831020679015,0.453183307472358,0.846975070375689,-5.77800082821315,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
hydroxyoctanoyl carnitine,0.264980897009042,2.96840098797565e-15,0.751177689606245,0.457130067917182,0.851436124118068,-5.78279844669966,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Protoporphyrin,0.226175547685781,1.45803508155851e-15,0.749436771845324,0.458166085081826,0.851436124118068,-5.78404702752751,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Lysophosphatidic Acid,-0.267262962000324,3.60981499321807e-15,-0.744860589513479,0.460895883253146,0.85192961420862,-5.78731565366222,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(40:5),0.24610796131996,-5.95443833129039e-16,0.744637866733043,0.461028983298872,0.85192961420862,-5.78747424220061,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Homogentisic Acid,-0.250526281353942,3.89011739487799e-16,-0.741223545463579,0.463072188901288,0.853067731606782,-5.78989963231583,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Glycerylphosphorylethanolamine,0.275343198223011,0.0097222358246374,0.739266481455142,0.464245701499423,0.853067731606782,-5.79128497224845,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
DG (36:4) [M+NH4]+,-0.288092766303226,7.45931094670027e-16,-0.732771071572096,0.468152847426565,0.856288426204405,-5.79585737673829,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PE(O-36:4),0.240890417066118,-6.64977332457776e-18,0.731087296532383,0.469168760396575,0.856288426204405,-5.79703626632702,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Kynurenine,-0.245019457305198,9.28077059647592e-16,-0.729787960335994,0.469953586236045,0.856288426204405,-5.79794419215219,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Ketoleucine,0.296853181914653,-2.55607890177941e-15,0.727694444231938,0.471219697956997,0.856288426204405,-5.79940376062731,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
N-Acetylphenylalanine,-0.263141336454394,-3.08925339013536e-16,-0.724153125011873,0.473365854858354,0.857812156870387,-5.80186344397355,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
DG (36:4)[M+Na]+,-0.280672899327545,-1.98452365651747e-15,-0.719088789086472,0.476444700121482,0.861013011789787,-5.80536070527482,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(22:1),-0.256903431742867,-0.0381301842656509,-0.716876608894045,0.477793158249542,0.861077779702472,-5.8068808771471,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Dimethylarginine,-0.227897755798884,9.37350602229584e-15,-0.712320393132236,0.480577272563415,0.863722440552329,-5.8099974815701,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
2-Aminoadipic Acid,0.236893886585899,3.90385062239614e-16,0.704391832077051,0.485443922867642,0.870085282516866,-5.81537480169087,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Uric Acid,0.203924190229866,-2.14816590441795e-15,0.696828657929152,0.49011202660895,0.876008925645762,-5.8204497209088,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
TG (54:3) [M+Na]+,-0.232680794539022,-0.113414252364186,-0.69471732464307,0.491419641215915,0.876008925645762,-5.82185691081629,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
TG (54:5) [M+NH4]+,-0.286067301169507,1.8876682624421e-15,-0.692227265395934,0.492964312006283,0.876209865070162,-5.82351117487853,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
"PG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",0.237068194951801,1.37332275181497e-16,0.690232416886573,0.49420373487189,0.876209865070162,-5.82483227297575,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-38:5),0.19954714808895,-2.43728648374741e-15,0.676011094842671,0.503089613262508,0.88084033603679,-5.83414274346928,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
TG (58:1) [M+Na]+,-0.282512374188807,6.69603261727048e-16,-0.674177686916187,0.504241531698828,0.88084033603679,-5.83532929435388,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
FA (20:5) [M-H]-,0.255136292460762,8.5868812060852e-16,0.672097737427541,0.505550099720628,0.88084033603679,-5.83667159748517,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
TG (50:1) [M+Na]+,-0.236785574923545,-1.4883927423881e-15,-0.672057509064815,0.505575427081883,0.88084033603679,-5.83669751912837,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Isoleucine,-0.25393347445415,-5.08649835214333e-15,-0.670799117408833,0.506368047963845,0.88084033603679,-5.83750761516427,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Dihydroorotic Acid,-0.227612472865673,-0.050362930359985,-0.669227032459718,0.507359207972107,0.88084033603679,-5.83851757177875,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Bilirubin,0.200333387059264,1.02854646096458e-15,0.668135230508319,0.508048184353858,0.88084033603679,-5.83921761912624,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
"PG(16:0/20:3(5Z,8Z,11Z))",0.181461130817908,2.14643118094197e-15,0.667986348262396,0.50814217530084,0.88084033603679,-5.83931299382182,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
FA (18:1) A [M-H]-,0.264731117728686,5.03358928612604e-16,0.666786286543457,0.508900133167597,0.88084033603679,-5.84008100188459,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
3-OH-Stearoylcarnitine,0.197187706982884,-0.186338052558504,0.664188461387119,0.510543024482933,0.881358484370537,-5.84173892542598,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(40:9),-0.196801942408106,0.113253186077072,-0.661296959240012,0.512375024374761,0.88219951703371,-5.84357684401349,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Pyruvate,-0.231549172951454,5.62050406216485e-16,-0.654325043086181,0.516806908872911,0.885358125257768,-5.84797618731426,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
LPA(18:0)[M-H]-,-0.215666190693227,-7.06610695881219e-16,-0.653209526895611,0.51751792789631,0.885358125257768,-5.84867586237217,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
"PG(16:0/18:2(9Z,12Z))",0.18100175995431,1.82608557904492e-15,0.652048654791557,0.518258414785035,0.885358125257768,-5.84940274734888,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
4-Pyridoxic Acid,-0.216977082942396,-0.0229165254949986,-0.643201710937478,0.523920277815168,0.890078870067289,-5.85490079509566,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
3-Indoleacetic Acid,0.191897042546967,0.106832931495251,0.643063329779618,0.52400910011535,0.890078870067289,-5.85498621078782,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
4-Hydroxyphenyllactate,-0.209611912742485,3.18292845783811e-15,-0.639559536736853,0.526260740340679,0.890078870067289,-5.85714293820433,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
3-Methyladenosine,0.174337461798993,-4.61942405623657e-16,0.635849535539859,0.528650485662242,0.890078870067289,-5.85941403625883,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
TG (48:1) [M+Na]+,-0.246259372025349,-1.09442981297928e-15,-0.635081603121486,0.529145855094333,0.890078870067289,-5.85988251628042,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Sulfite,0.217632874629792,-6.57966158409036e-16,0.635055430022282,0.52916274287537,0.890078870067289,-5.85989847351927,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
TG (54:5)  [M+Na]+,-0.260488042864451,-2.89337419763965e-15,-0.628853688445791,0.53317233943334,0.893132458480898,-5.86366141996682,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
N(4)-Acetylcytosine,0.261647486785502,-0.00530967943776827,0.628037671802289,0.533701103238585,0.893132458480898,-5.8641538535441,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PS(16:0/18:0),-0.190240939199497,1.46117926785871e-15,-0.625821686586669,0.53513840925245,0.893259024095693,-5.86548795563649,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PE(36:4),-0.193137236818022,1.95618983974318e-15,-0.622879297784711,0.537049996856976,0.894174614056285,-5.86725224586171,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Histidine,-0.219877971114232,-3.96846907187628e-15,-0.615591802295996,0.541799794144626,0.89651803810257,-5.87158686307913,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Valine,-0.230286003987157,2.09583507955931e-15,-0.613183164924881,0.54337445912832,0.89651803810257,-5.87300854092932,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-40:1),-0.24767676680226,1.62138820887966e-15,-0.611617500982162,0.544399292420957,0.89651803810257,-5.87392973306003,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PS(14:0/14:0),0.24259212546949,-5.22486061938869e-16,0.611535348114428,0.54445309461023,0.89651803810257,-5.87397800576623,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(40:6),-0.187854211656986,-4.3932594830561e-15,-0.610256917464207,0.545290696955679,0.89651803810257,-5.87472838803254,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PE (p-36:2) or PE (o-36:3) [M-H]-,0.180885892236216,1.66244333114444e-15,0.601884952844371,0.55079222304159,0.898951398694599,-5.87960432513568,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
SM(d40:0),-0.218595768877751,-0.0215910773404132,-0.601514110228865,0.551036572557131,0.898951398694599,-5.87981878163362,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Glucuronolactone,0.245764316664635,-7.21644966006352e-16,0.598066229194598,0.553311043339262,0.898951398694599,-5.88180647147338,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
"PS(14:0/20:3(8Z,11Z,14Z))",0.186312164285951,3.59376880106529e-16,0.593782202211849,0.556143743798667,0.898951398694599,-5.88426058639403,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
LysoPC(20:2),-0.180597397137842,4.73810805405132e-15,-0.593118435278462,0.556583299455781,0.898951398694599,-5.88463927872294,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
SM (d36:3) [M+H]+,0.174547864090759,-4.79940161686917e-16,0.593077428599103,0.556610460419926,0.898951398694599,-5.88466266022929,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Urea,0.225809492339201,-6.73231724997632e-15,0.589646484879869,0.558885337967555,0.898951398694599,-5.88661332546487,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
10-Hydroxydecanoate,-0.243539317862748,-2.13508319820329e-15,-0.589093432128935,0.559252476907617,0.898951398694599,-5.88692672488044,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
"PS(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.174117594233087,1.38199636919486e-15,0.588559924541681,0.559606756251896,0.898951398694599,-5.88722877518837,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
"Anandamide (18:2,N-6)",-0.180652643320903,-0.155051395525621,-0.586981977722549,0.560655264519073,0.898951398694599,-5.88812057294707,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Trimethylamine N-Oxide,-0.234576354966689,-4.30789663200907e-17,-0.581938263181717,0.564013311628172,0.898951398694599,-5.89095533843446,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Gentisic Acid,0.234824534894682,2.68318353646713e-15,0.58171943118497,0.564159235101132,0.898951398694599,-5.89107778714595,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Quinaldic Acid,-0.209871344846667,8.47123297435341e-15,-0.579038900033142,0.565948222278381,0.898951398694599,-5.89257402534554,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
1-Methylhistidine,0.205334128533912,-0.0353323090596926,0.578512633630311,0.566299784831553,0.898951398694599,-5.89286698382154,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
2-Methyladenosine,0.15710096594329,-3.87385436229071e-16,0.5755952449023,0.568250665745923,0.898951398694599,-5.89448627267219,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PI(34:1),-0.17337329811208,1.7925475918427e-16,-0.574929402242819,0.568696387893687,0.898951398694599,-5.8948547201797,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PE(38:6),-0.176487179351275,1.67111694852432e-15,-0.572785643812619,0.570132621224387,0.899055287315379,-5.89603813525336,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(36:6),-0.171163394143971,1.01539147460509e-15,-0.569352701996589,0.572436294016865,0.89962451052171,-5.89792417179567,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Stearoylcarnitine,-0.155148309617111,-0.177542318560661,-0.565108798542536,0.575290498796557,0.89962451052171,-5.90024034970456,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(36:1),0.175744590032922,-2.24646690138997e-15,0.56336522086174,0.576465151801646,0.89962451052171,-5.90118700021602,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC (36:4) [M+H]+,0.176949714120224,-2.93573036251142e-15,0.563234207023043,0.576553463662938,0.89962451052171,-5.90125801618687,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PE(P-38:6),0.165988991837915,2.69749500514394e-15,0.561234532596357,0.577902196987798,0.89962451052171,-5.90233992384913,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Ergothioneine,-0.163578755944484,-1.08853898117545e-16,-0.559490085923429,0.579080044144437,0.89962451052171,-5.90328065389718,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
"PI(16:0/16:2(9Z,12Z))",-0.176683275538308,-7.42461647718073e-16,-0.555592493867278,0.581715916954669,0.89962451052171,-5.90537211181221,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
"PG(18:0/18:2(9Z,12Z))",0.18011029984825,-2.40635058175916e-15,0.552455436169211,0.583841679759405,0.89962451052171,-5.90704502379157,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
LysoPE(18:2),-0.208195695473048,-2.64834450665793e-16,-0.549998669332621,0.585509079042285,0.89962451052171,-5.90834865012222,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
TG (50:5) [M+NH4]+,-0.168872238886089,0.10882826358787,-0.548123789694858,0.586783098015359,0.89962451052171,-5.90933966703213,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
UDP,-0.181659662906159,2.80822818702712e-15,-0.548065952711456,0.586822420646859,0.89962451052171,-5.90937018536711,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PE(P-40:7),0.157204078311484,-1.73877116408742e-15,0.546703629157601,0.587749013945848,0.89962451052171,-5.91008811464587,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Glutarylcarnitine,0.158617517857181,-4.45187868051515e-15,0.545862423191153,0.58832151678935,0.89962451052171,-5.91053054305098,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Argininosuccinic Acid,0.180598721854099,3.07161703479627e-15,0.541281028780986,0.591444186525128,0.900376211399307,-5.9129283401963,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
"PS(14:0/18:2(9Z,12Z))",0.162165338586506,-1.58871758341543e-15,0.54077657842069,0.591788502294071,0.900376211399307,-5.91319114267651,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
FA (22:0) [M-H]-,-0.217636729798874,2.54541758041663e-15,-0.537651944089799,0.593923370142482,0.900376211399307,-5.91481360418759,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PI(40:6),-0.162238684987023,3.08780778723872e-16,-0.533385573803957,0.596844215376443,0.900376211399307,-5.91701396602647,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
TG (49:2) [M+NH4]+,-0.214253911727888,5.66820895775422e-16,-0.533115267318603,0.597029501487825,0.900376211399307,-5.91715279410867,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
TG (50:0) [M+NH4]+,-0.192402708453764,1.38069532658787e-15,-0.533087918167644,0.59704824993704,0.900376211399307,-5.91716683663871,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Galactaric Acid,-0.171436129041233,-3.2809403342308e-15,-0.526177414558051,0.601794449298481,0.904413898178535,-5.92069232710268,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC (38:5) [M+H]+,-0.15839036488069,-2.93218863541463e-15,-0.525176953459412,0.602483038878079,0.904413898178535,-5.92119897241509,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
4-Hydroxy-Proline,0.200244257189729,4.76326154445298e-16,0.519140547636677,0.606645534669223,0.907357538062122,-5.92423572410052,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
CPA(18:0)[M-H]-,-0.170915662356127,-7.64217971312616e-16,-0.516693823912587,0.608336507996853,0.907357538062122,-5.92545675297313,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
N1-Methy4-Pyridone-5-Carboxamide(4-PY),0.182853856937872,-3.41798348883297e-15,0.514907051244603,0.609572755197857,0.907357538062122,-5.92634484431214,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-34:1),0.150376647215688,0.112820388430149,0.512820305436279,0.611018018027364,0.907357538062122,-5.92737819501575,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PI(40:5),-0.155851085691705,-3.41162283608772e-16,-0.512273706245987,0.611396848914965,0.907357538062122,-5.92764818583014,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PE (36:1) [M+H]+,-0.164223029407215,-2.79832580718509e-16,-0.509307665590915,0.613454402361179,0.907357538062122,-5.92910830283571,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
TG (52:4) [M+NH4]+,-0.196423583806242,1.58438077472548e-15,-0.508340321812902,0.614126138566436,0.907357538062122,-5.92958269752231,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Lipoic Acid,-0.187257601226209,-1.62370117351429e-15,-0.505307305380842,0.616234485975901,0.907941057698498,-5.93106435300513,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PS(18:0/18:1(9Z)),-0.164447106543263,-2.36211513312175e-15,-0.501344705194322,0.618993981091786,0.907941057698498,-5.93298694427094,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(44:9),-0.162081796082514,-1.73472347597681e-18,-0.500809134257567,0.61936737447438,0.907941057698498,-5.93324564972059,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Tiglylcarnitine,0.180234362864935,1.45138530823393e-15,0.495989242462314,0.62273232780223,0.907941057698498,-5.93556160659107,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Glycine,0.141539166721117,2.75821032680312e-16,0.495724553167636,0.622917356048137,0.907941057698498,-5.93568814974026,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC (30:0) [M+H]+,0.173629959454471,-4.09683860909856e-16,0.494294119597654,0.623917713591123,0.907941057698498,-5.93637086080679,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(O-34:3),0.147412699658521,-3.69843045078255e-15,0.493877114645141,0.624209477167718,0.907941057698498,-5.93656952066749,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Phosphocreatine,0.173411939039496,-0.0337280571479984,0.484099033033818,0.63106833453901,0.913375042545489,-5.94118033670554,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Ribose 5-Phosphate,-0.189720708686076,8.49147141490647e-16,-0.482640786327594,0.632094081218652,0.913375042545489,-5.94186016866289,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
N1-Methy2-Pyridone-5-Carboxamide(2-PY),-0.198259523821258,1.20982506420416e-15,-0.480700324711094,0.63346016501126,0.913375042545489,-5.94276166832792,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(32:0),0.171539340190513,-6.85042300663241e-15,0.480161474404995,0.633839746136561,0.913375042545489,-5.94301137126044,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
SM(d36:0),0.157461011182297,1.36522737559375e-15,0.47142560945492,0.640007449566672,0.913375042545489,-5.94702097477259,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Carnitine,0.131915505379646,2.49221939382001e-16,0.467482242645684,0.642800077299772,0.913375042545489,-5.94880708570139,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(42:5),-0.178312469334428,-3.66315774010436e-16,-0.466328381708417,0.64361821844537,0.913375042545489,-5.94932691281685,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Pimelic Acid,-0.16148965230763,-4.84276970376859e-16,-0.464481823761561,0.644928448487139,0.913375042545489,-5.95015616633207,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
N-Oleoyl Dopamine (OLDA),0.157226743099819,1.50755149827773e-15,0.464112621554111,0.645190554602902,0.913375042545489,-5.95032157788954,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Serine,-0.147842304225351,1.31441443377659e-15,-0.463673895151964,0.645502077312928,0.913375042545489,-5.95051796896963,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Theobromine,-0.130145302763176,9.37690318910297e-16,-0.462921246439292,0.64603665476231,0.913375042545489,-5.95085445638677,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PI(38:3),-0.164336494920995,-3.41610420506733e-15,-0.462496462069748,0.646338446701071,0.913375042545489,-5.95104412667016,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
2-Ketoisovaleric acid,-0.162731217931424,2.87501504085223e-15,-0.460987228825772,0.647411184335178,0.913375042545489,-5.95171662182299,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
2-Methylbutyroylcarnitine,-0.142187431655284,1.58495901588414e-15,-0.460572209828433,0.64770630650203,0.913375042545489,-5.95190116816322,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
5'-Phosphoribosyl-N-formylglycinamide (FGAR),0.150951265389595,-8.6036501996863e-15,0.458992121795778,0.648830441808229,0.913375042545489,-5.95260228178497,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(P-34:3),-0.148337605354384,1.76182853028894e-16,-0.455505027619313,0.651314236471786,0.914908220825464,-5.95414113994507,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
SM(d41:1),0.142716610218164,3.8372083288607e-15,0.451038046772891,0.65450187070585,0.917129058451506,-5.95609547069597,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(42:9),0.157880877301269,-1.39890992308563e-15,0.449373523255271,0.655691354289263,0.917129058451506,-5.95681883899666,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(32:1,0.142914622062849,-2.59427895832332e-15,0.442796392613815,0.660400293075276,0.920894864804539,-5.95965124987902,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Nicotinamide,0.142530144820174,0.00714279041399714,0.43925254094485,0.662943359402071,0.920894864804539,-5.96116026583428,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
AMP,-0.168301735766603,-0.0681352140302272,-0.436805518490332,0.664701703832479,0.920894864804539,-5.96219523581812,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
LPA(18:1)[M-H]-,-0.15859022830345,-0.0908755623920869,-0.436706508067995,0.664772889717381,0.920894864804539,-5.96223699192086,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Hydroquinone,0.139380291312831,-8.92867594096125e-16,0.435830724300325,0.665402691947182,0.920894864804539,-5.96260593219577,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
SM(d30:1),0.13294013869015,-4.67236926232628e-16,0.430055066826398,0.669562269057034,0.923541847778436,-5.96502067839907,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(44:8),0.136709093687251,1.23454487373683e-15,0.429266548651043,0.670130974912402,0.923541847778436,-5.9653478763857,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PI(36:5),-0.126091214193655,-3.19940833085989e-15,-0.416661260239593,0.679248829039568,0.932502686578925,-5.97049775079056,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PI(42:9),0.132283210525775,3.79774336978222e-15,0.416348010948515,0.679476042964522,0.932502686578925,-5.97062379281759,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
Sphingomyelin,0.140422401376663,-6.2233204700668e-16,0.413547609031545,0.681508644326845,0.932581835909235,-5.97174641765107,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
N-Acetycysteine,-0.17200870310348,-4.33286942204865e-15,-0.411686169533617,0.68286105541231,0.932581835909235,-5.97248847874789,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
TG (58:3) [M+Na]+,-0.16646011959411,5.60893923899168e-17,-0.410396640375861,0.683798571756619,0.932581835909235,-5.97300060366087,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(34:2),0.11544046338965,-4.04768811061255e-18,0.393891118895575,0.695842772082762,0.943099251400665,-5.97941498940749,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PA(34:1)[M-H]-,0.148542255369192,-4.99311240501991e-16,0.393706352709585,0.695978056956773,0.943099251400665,-5.97948531622043,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
PC(32:3),0.128727359767823,-2.29850860566927e-16,0.392956191039897,0.696527424835401,0.943099251400665,-5.97977051117879,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
SM(d40:2),0.150487408354944,-2.61856508698699e-15,0.391762161926291,0.697402192633999,0.943099251400665,-5.9802233423411,I4-LP3,"(R+45, R+82) vs (L-92, L-44, L-3)"
