metabolite_name,super_pathway,sub_pathway,HMDB_id,log2FC_R1,pvalue_R1,log2FC_R45,pvalue_R45,log2FC_R82,pvalue_R82,recovery_pattern
2-Arachidonoylglycerol,Lipid metabolism,"Glycerolipids, Monoacylglycerols",HMDB04666,0.760414299992014,0.0203305263897942,0.0940998944073206,0.7827318018916779,-0.2903169304322057,0.5824349158424014,full_recovery
1-Hexadecy2-Arachidonoyglycerol,Lipid metabolism,Glycerophospholipid metabolism/acylglycerol,,-0.0927597201058098,0.8645690528617905,-0.3470827556773914,0.5633397192215798,0.1958827221955219,0.6713685627632846,stable
Corticosterone,Lipid metabolism,Steroid hormone biosynthesis,HMDB01547,0.538147279965739,0.2187785119283669,0.7080518438407589,0.0994674683425767,0.7030618169564342,0.0951137378097236,persistent
Cortexolone,Lipid metabolism,Steroid biosynthesis,HMDB00015,-2.103275902983816,0.4102831665671849,-2.0202955992147604,0.4185864154202059,-2.404485862558604,0.384675222868391,persistent
Cortisol,Lipid metabolism,Steroid hormone biosynthesis,HMDB00063,0.6405150708327482,0.3688350011637201,0.0469350186201764,0.9502740420109363,0.0251201580370502,0.9730065015414782,full_recovery
Cholesteryl Acetate,Lipid metabolism,Cholesterol metabolism,HMDB03822,-0.0891195608257587,0.7687581227339435,-0.1580727021172386,0.6345771946832606,-0.1641108162890909,0.6051766839790967,stable
Mevalonic Acid,Lipid metabolism,Terpenoid backbone biosynthesis,HMDB00227,-0.1080210265197027,0.7563370432222187,0.5442783331122364,0.1805383996376701,-0.3294745611657613,0.3301346177305545,stable
"Anandamide (18:2,N-6)",Lipid metabolism,N-acylethanolamine (NAE) metabolism,HMDB12252,-0.0296185244978793,0.826712241738067,-0.0408524500209739,0.7972556397057684,0.5657901610897939,0.1712390157071334,delayed_onset
Oleoyl Ethanolamide,Lipid metabolism,N-acylethanolamine (NAE) metabolism,HMDB02088,0.2372349635464775,0.1942538386724143,-0.0617726248728658,0.8158215461408216,-0.3125117521446469,0.2055604961280395,stable
Palmitoyl Ethanolamide,Lipid metabolism,N-acylethanolamine (NAE) metabolism,HMDB02100,0.2231400543264133,0.2109863170345337,0.0114334621649637,0.9595710975142602,-0.3454729010797486,0.1830892774217942,stable
Adrenoyl Ethanolamide,Lipid metabolism,N-acylethanolamine (NAE) metabolism,HMDB13626,0.09681108707689,0.8358645592327563,0.1948296863521316,0.6560559895517992,-0.0742817763998276,0.8864279892102456,stable
Arachidonyol Dopamine,Lipid metabolism,"Fatty amide metabolism, endocannabinoid",,-0.0328361990610115,0.9666311075045548,-2.619733291868601,0.0851277320797497,-0.6369244458448658,0.5906120558104101,delayed_onset
N-Oleoyl Dopamine (OLDA),Lipid metabolism,"Fatty amide metabolism, endocannabinoid",,0.466989337799616,0.087031332189799,-0.022198723232365,0.9359591366772556,-0.1501642974179674,0.6442841370208341,stable
Protoporphyrin,Porphyrin metabolism,Porphyrin and chlorophyll metabolism,HMDB00241,1.0372752754560446,0.0086980219505341,0.1513636122677828,0.7245311487455006,0.5062603221663613,0.3135712700509105,full_recovery
Biliverdin,Porphyrin metabolism,Porphyrin metabolism,HMDB01008,0.5456111618766769,0.3091810843576294,0.6028756827276468,0.2403166437546763,0.0206775733522109,0.9657609190555798,full_recovery
Bilirubin,Porphyrin metabolism,Porphyrin metabolism,HMDB00054,0.6146122110137677,0.2990490821040761,0.4989753160187506,0.3536880876039719,-0.1303437638094321,0.8139281498715659,full_recovery
Glyoxylic Acid,Glycylate and dicarboxylate metabolism,Glyoxylate and dicarboxylate metabolism,HMDB00119,-0.1032785043248143,0.4603917262756805,-0.0422698860651552,0.791852261078702,-0.1235872357713647,0.3860694328823902,stable
Glycolic Acid,Glycylate and dicarboxylate metabolism,Glyoxylate and dicarboxylate metabolism,HMDB00115,-0.2320170412373567,0.0218873859290957,-0.1045002306710801,0.1944724129321434,0.2473470053838913,0.0207849330176537,stable
Oxalic Acid,Glycylate and dicarboxylate metabolism,Glyoxylic or Ascorbic acid metabolism,HMDB02329,0.0684641353450554,0.1802071852922562,0.0283603628870557,0.5831074560243853,0.048937296350858,0.4002033523181012,stable
Glyceric Acid,Glycylate and dicarboxylate metabolism,Glyoxylate and dicarboxylate metabolism,HMDB00139,-0.329036568940235,0.2125606922786185,-0.5126100173961944,0.0706252670690805,-0.4436401276948725,0.1109356201092743,stable
Meso-Tartaric Acid,Glycylate and dicarboxylate metabolism,Glycylate and dicarboxylate metabolism,HMDB62642,1.5496401456640347,0.057277392750165,-0.6150701010961885,0.528114238182628,1.6391992550787662,0.0546274068917422,persistent
Tartaric Acid,Glycylate and dicarboxylate metabolism,Glyoxylate and dicarboxylate metabolism,HMDB00956,1.5562123097299303,0.0577763606187049,-0.6156145239410458,0.5317274772913259,1.6491698360690776,0.0540933843919503,persistent
Acetoacetic Acid,Keto-Acids and Derivatives,Ketone bodies,HMDB00060,-0.2118801700905754,0.6679947560642985,-0.0717184107227276,0.8785349287461816,0.270473028343162,0.5156561920190451,stable
3-Hydroxybutanoic Acid,Keto-Acids and Derivatives,Ketone bodies,HMDB00357,0.2442705145434628,0.6135866758593254,1.8365589620472969,0.118533044580138,0.9347675136442566,0.0504479373937086,delayed_onset
Butyric Acid,Butyrate metabolism,Butyrate metabolism,HMDB00039,0.1695600050558203,0.8553069350572171,0.3599647213970277,0.6834821335041046,-0.1996442786789729,0.8219176616214938,stable
Paraxanthine,Caffeine metabolism,Caffiene metabolism,HMDB01860,-0.0351055089140199,0.8815660140283332,-0.0095742485900159,0.9642354019636924,-0.0585460562069236,0.7637691449232016,stable
Caffeine,Caffeine metabolism,Caffeine metabolism,HMDB01847,-1.9281912660043825,0.0539088342346629,-0.6916533108486573,0.322024635411749,-0.2262161382877447,0.7073258183561861,full_recovery
Theobromine,Caffeine metabolism,Cacao alkaloid,HMDB02825,-1.5548961986502334,0.128354402043567,-0.5061595908343305,0.501688319994166,-0.2364753984348083,0.7338234516415703,full_recovery
Gluconic Acid,,,HMDB00625,-0.1632869237490132,0.4791117643034975,-0.106204905115282,0.6496074008398256,-0.0139749692493118,0.9603821525994948,stable
Quinic Acid,,,HMDB03072,-2.510412946447793,0.0972505431846943,-0.5964543799079953,0.4992798721075197,-0.1235159349002585,0.8819766861281678,full_recovery
115.027@1.04_ANPNEG,,,,-1.805635084954143,0.0828698010542881,-0.8281047905598862,0.27548714213114,-0.7800835670206412,0.2936261496423801,full_recovery
197.0635@3.33,Amino acids,Tyrosine metabolism,,0.0007588554312223,0.9965672556695544,-0.3047981313409966,0.0972847557580379,-0.3819620557466827,0.0656590428002145,stable
