metabolite_name,norm_name,super_pathway,sub_pathway,HMDB_id,KEGG_id,CAS_id,formula,log2FC_PD_R1,pvalue_PD_R1,padj_PD_R1,log2FC_PD_R39,pvalue_PD_R39,padj_PD_R39,log2FC_I4_R1,pvalue_I4_R1,padj_I4_R1,log2FC_I4_R45,pvalue_I4_R45,padj_I4_R45,log2FC_I4_R82,pvalue_I4_R82,padj_I4_R82,concordant,avg_log2FC
Deoxyribose,deoxyribose,Energy metabolism,Pentose phosphate pathway,HMDB03224,C01801,533-67-5,C5H10O4,-2.695772804259251,0.0936561456208021,0.3764494188759763,-0.988960623687868,0.1618984192046454,0.8937009496165054,-0.1978503222191198,0.6745614740308381,0.8611912866684058,-0.5231747525286234,0.2965426059085352,0.9475413111830084,0.2649083707230459,0.5815108830959259,0.9594291522785738,TRUE,-1.4468115632391854
5-Hydroxyisourate,5hydroxyisourate,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,HMDB11821,C11821,,C5H4N4O4,-0.6635082847813871,0.4124521959486417,0.6555600394045161,-0.8646617113908577,0.3184656008631625,0.8937009496165054,-0.1805789750321043,0.4948446975003381,0.786575210304444,0.0570403470919178,0.824256640133342,0.964369072554764,-0.2129674012796508,0.4315138125622482,0.9397872937052808,TRUE,-0.4220436299067457
Glycerol 1-Phosphoserine,glycerol1phosphoserine,Lipid metabolism,Glycerophospholipid metabolism,,,,C6H14NO8P,-0.5781755961061611,0.3672260567781508,0.6348483337726387,-0.7962884938108641,0.2521445957610103,0.8937009496165054,0.0873631769992357,0.7526991185832974,0.922465495872465,0.0096555424453594,0.970595063970902,0.983740821045,-0.0539225098941095,0.8437453851946458,0.9947320575600496,FALSE,-0.2454062095534627
Gluconic Acid,gluconicacid,,,HMDB00625,C00257,526-95-4,C6H12O7,-1.1404924531183744,0.1390768223348842,0.4261741141960866,-0.8586890738644186,0.2177542263542523,0.8937009496165054,-0.1632869237490132,0.4791117643034975,0.7744781566339691,-0.106204905115282,0.6496074008398256,0.9475413111830084,-0.0139749692493118,0.9603821525994948,0.9947320575600496,TRUE,-0.6518896884336938
Cystine,cystine,Amino acids,Cysteine and methionine metabolism,HMDB00192,C00491,56-89-3,C6H12N2O4S2,-0.2444184465689954,0.4013850953761544,0.6532195901831966,-0.0763596639939648,0.7741864566991975,0.9216437931952424,0.14677925343556,0.3880109613783673,0.6953615185590964,0.1770882360479746,0.327650771526936,0.9475413111830084,0.2229124282756727,0.2715679726335756,0.9269761010096572,FALSE,-0.0488195965667176
1-Methylnicotinamide,1methylnicotinamide,"Cofactor, vitamin and antioxidant metabolism",Nicotinate and nicotinamide metabolism,HMDB01464,C02918,6456-44-6,C7H8N2O,1.088132488082025,0.0033390668125505,0.1336486752807946,-1.7590311843195212,0.0382448932287724,0.8937009496165054,0.9096910112386708,0.0799117772459048,0.4393682020118479,1.0726903771876972,0.0168619421906164,0.9475413111830084,0.6283972280994274,0.3168675323639329,0.9269761010096572,TRUE,0.998911749660348
Ascorbic Acid,ascorbicacid,"Cofactor, vitamin and antioxidant metabolism",Ascorbate and aldarate metabolism,HMDB00044,C00072,50-81-7,C6H8O6,-1.3221248758731945,0.1602873014561198,0.4514320217965666,-1.302969912118627,0.1632766854217958,0.8937009496165054,-0.0882688145929671,0.790358991908069,0.931279900761281,-0.3471769189431912,0.3201124413224271,0.9475413111830084,0.1129907346999747,0.710312465223446,0.9947320575600496,TRUE,-0.7051968452330808
PC 36:1,pc36:1,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C44H86NO8P,-0.5208347998697523,0.0037944848787581,0.1336486752807946,0.110001765316623,0.4626919906556812,0.8937009496165054,-0.2456073853099356,0.1311373044891549,0.4726409543928665,0.0291217453285604,0.8546620391238502,0.9733941635458688,0.0982400793202366,0.53328435150755,0.9418937937821892,TRUE,-0.3832210925898439
Pyrrole-2-Carboxylic Acid,pyrrole2carboxylicacid,Amino acids,Oxidation derivative of hydroxyproline,HMDB04230,C05942,634-97-9,C5H5NO2,,,,-0.707705003579462,0.6138188246425941,0.9026025773280164,,,,-2.058439765802336,0.0359622645888855,0.9475413111830084,0.916240861668985,0.2180532158643719,0.8863701787212398,,
PC 32:0,pc32:0,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C40H80NO8P,-0.0472201978775933,0.7856941570164214,0.9198015084923228,0.1137858721430987,0.4891097957838498,0.8937009496165054,-0.0020238272152343,0.9898999055321436,0.9943092592316188,-0.1233682418220571,0.4865439412983759,0.9475413111830084,0.1640255578749298,0.358679505654788,0.9269761010096572,TRUE,-0.0246220125464138
